,Pattern 73
"Middle Temporal Gyrus, anterior division",-0.02364361644907017
Superior Frontal Gyrus,-0.017010278399357818
Frontal Pole,0.1055205920701
Planum Temporale,0.06272854786525912
"Inferior Temporal Gyrus, temporooccipital part",0.0015857892620092136
Central Opercular Cortex,-0.29164943800533444
Precuneous Cortex,0.07998869543347557
Occipital Pole,-0.09611221144846682
Lingual Gyrus,-0.2140187867473637
"Inferior Frontal Gyrus, pars opercularis",0.1523175896999945
Putamen,-0.018415214437545603
"Inferior Frontal Gyrus, pars triangularis",-0.3720382270650103
Middle Frontal Gyrus,0.0946521570556934
Thalamus,-0.018045814573552883
Frontal Operculum Cortex,0.26187369615119505
Precentral Gyrus,0.02130060152813385
Parietal Operculum Cortex,-0.20989777084865635
Caudate,-0.0655655578912815
Pallidum,-0.0207312164148577
Occipital Fusiform Gyrus,-0.09007030162632257
Superior Parietal Lobule,0.0077724405253249565
Angular Gyrus,-0.15861997707537803
"Lateral Occipital Cortex, inferior division",-0.01323178670665602
"Inferior Temporal Gyrus, anterior division",-0.10613353995387936
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.004898298854730671
Cuneal Cortex,-0.00046152939554447566
Temporal Pole,-0.172270588484919
Subcallosal Cortex,0.10474234044889674
Planum Polare,-0.1219875448847426
Paracingulate Gyrus,-0.20099394993573244
Insular Cortex,-9.126444508583686e-05
Temporal Occipital Fusiform Cortex,-0.10433426563471733
Hippocampus,0.005292519351836583
"Middle Temporal Gyrus, temporooccipital part",-0.04690602457405788
"Temporal Fusiform Cortex, anterior division",0.10646364564405457
"Lateral Occipital Cortex, superior division",0.03604702154231601
Supracalcarine Cortex,-0.037198388299216865
Heschl's Gyrus (includes H1 and H2),0.11344915715758032
"Supramarginal Gyrus, posterior division",0.13631889215234366
Postcentral Gyrus,0.06320433512037693
Intracalcarine Cortex,0.02750305556880212
Frontal Orbital Cortex,-0.04903428544689509
"Parahippocampal Gyrus, posterior division",-0.009313893886673814
Amygdala,0.04128681348974711
"Inferior Temporal Gyrus, posterior division",0.13868140988235053
Frontal Medial Cortex,-0.12210418238316885
"Cingulate Gyrus, posterior division",0.04891100626748999
"Superior Temporal Gyrus, posterior division",0.0016891446801586276
"Middle Temporal Gyrus, posterior division",-0.09619959130616282
Ventral Striatum,-0.03176547306529825
"Supramarginal Gyrus, anterior division",-0.12305703806791785
"Cingulate Gyrus, anterior division",-0.2305938007667866
"Superior Temporal Gyrus, anterior division",0.20967045160810766
"Parahippocampal Gyrus, anterior division",-0.02340320638385721
"Temporal Fusiform Cortex, posterior division",-0.199281104616118
FA anterior corona radiata,-0.01794560415128492
FA cingulum hippocampus,-0.04911149249115297
FA fornix cres+stria terminalis,0.08451454170610427
FA corticospinal tract,-0.010564057992752587
FA inferior cerebellar peduncle,0.023848906186128643
FA posterior corona radiata,-0.01041274227995368
FA tapetum,-0.02428960511952692
FA superior cerebellar peduncle,0.009510568048298735
FA uncinate fasciculus,0.018121595565633013
FA cerebral peduncle,-0.10847631506143372
FA posterior thalamic radiation,-0.008366467120244199
FA anterior limb of internal capsule,-0.07016735938354196
FA superior longitudinal fasciculus,-0.024075726186220243
FA external capsule,-0.006391727020725636
FA retrolenticular part of internal capsule,-0.0844681193728107
FA sagittal stratum,-0.04221401417442541
FA cingulum cingulate gyrus,0.09592058591656652
FA superior fronto-occipital fasciculus,-0.005431770267722423
FA posterior limb of internal capsule,0.1981472512168584
FA medial lemniscus,0.004069958616444607
FA superior corona radiata,-0.09434747729523836
V Cerebellum,0.11728566431833168
Crus I Cerebellum,-0.006701869976967131
VIIIa Cerebellum,-0.0599090601703503
VIIIb Cerebellum,-0.02677556302086509
I-IV Cerebellum,0.000412570617824324
IX Cerebellum,0.026455875336934068
Crus II Cerebellum,-0.018870177067582625
VIIb Cerebellum,-0.0015621379771708981
VI Cerebellum,0.1624254378817282
