i,phesid,p_Asymmetry Pattern 57,-logp_Asymmetry Pattern 57,Category
0,1677,0.47056593290699944,0.3273795172068454,early life factors
1,1777,0.947344919186593,0.023491869754491763,early life factors
2,1787,0.01942195467007458,1.711707063835421,early life factors
3,1767,0.1800318461019906,0.7446506651020496,early life factors
4,1697,0.0631605685648769,1.1995539691723367,early life factors
5,1687,0.08784886786257187,1.0562638310293124,early life factors
6,20022,0.2670626252354279,0.5733868861821215,early life factors
7,130,0.5420710384274141,0.26594379542583946,early life factors
8,129,0.7338766297134267,0.13437694217924345,early life factors
9,10722#4,0.24168756001947392,0.6167457027323371,lifestyle - general
10,10722#5,0.2192435949350717,0.6590730854191021,lifestyle - general
11,10722#2,0.29820320803658423,0.5254876887666858,lifestyle - general
12,10722#100,0.9493187887560094,0.022587923558981926,lifestyle - general
13,10722#3,0.4106348319188701,0.38654421456465354,lifestyle - general
14,10721#1,0.4750948559299408,0.3232196718610212,lifestyle - general
15,10860#1,0.1129211803234368,0.9472245909814023,lifestyle - general
16,10721#6,0.10006464054152113,0.9997193603888148,lifestyle - general
17,10721#2,0.5090846685707713,0.2932099818378791,lifestyle - general
18,10721#3,0.08973267132456983,1.047049403192391,lifestyle - general
19,10721#100,0.5218626376308462,0.28244379502343286,lifestyle - general
20,10114,0.4408005939454019,0.3557578289769683,lifestyle - general
21,10105,0.3198386027458123,0.4950691204905563,lifestyle - general
22,6160#4,0.027141494993114804,1.5663662344442029,lifestyle - general
23,6160#3,0.9084807072021733,0.041684291079780667,lifestyle - general
24,6160#5,0.07404470339772576,1.1305060021989664,lifestyle - general
25,10722#1,0.6312025373993023,0.1998312639553211,lifestyle - general
26,10860#100,0.8108364842418238,0.09106671810875511,lifestyle - general
27,20107#11,0.6236719485105504,0.20504378918768096,lifestyle - general
28,10860#3,0.9705196834106319,0.012995652125246879,lifestyle - general
29,20110#3,0.11328128895798656,0.9458418180568819,lifestyle - general
30,20110#9,0.9714859271974093,0.012563486144771718,lifestyle - general
31,20110#12,0.5045162164820438,0.29712486983246145,lifestyle - general
32,20110#11,0.7473457510945029,0.1264784302425783,lifestyle - general
33,20110#1,0.009940291313433708,2.0026008878398205,lifestyle - general
34,20110#8,0.8102158117564948,0.09139928560122292,lifestyle - general
35,20110#100,0.22514545389713572,0.6475368178208389,lifestyle - general
36,20107#101,0.7446658524954161,0.12803856077034267,lifestyle - general
37,20107#12,0.9698801487199143,0.013281929615712819,lifestyle - general
38,10860#2,0.4235752085214199,0.37306946668878554,lifestyle - general
39,20107#9,0.9219451923816445,0.03529489603282572,lifestyle - general
40,20107#3,0.5491548334899781,0.26030518952106374,lifestyle - general
41,20107#4,0.6851017124031288,0.164244946965655,lifestyle - general
42,20107#6,0.9183621668148371,0.0369860159325868,lifestyle - general
43,20107#13,0.8653770800351761,0.06279461150159532,lifestyle - general
44,20107#8,0.7294466543677717,0.1370064632781872,lifestyle - general
45,20107#1,0.10937078839131659,0.9610986572942238,lifestyle - general
46,20107#2,0.12034327209320311,0.9195781843625345,lifestyle - general
47,20107#100,0.42196481574646394,0.3747237598539534,lifestyle - general
48,6160#2,0.5819074608950544,0.23514607448766858,lifestyle - general
49,20107#10,0.9388060155050542,0.027424136273827525,lifestyle - general
50,6160#1,0.9767506416579791,0.010216294801485533,lifestyle - general
51,6146#3,0.13270055067055933,0.8771272749299198,lifestyle - general
52,6146#1,0.6154810842295092,0.21078528983417766,lifestyle - general
53,6139#3,0.6387382691125176,0.19467706291434972,lifestyle - general
54,6139#2,0.09861697161630964,1.0060483381516636,lifestyle - general
55,6139#1,0.2680780644283839,0.5717387208453709,lifestyle - general
56,6139#100,0.8230043064373876,0.08459789230036568,lifestyle - general
57,6142#7,0.9756660466758964,0.010698808259894306,lifestyle - general
58,6142#100,0.022399898214776556,1.6497539550971458,lifestyle - general
59,6142#4,0.6214267866022581,0.20661003041348736,lifestyle - general
60,6142#6,0.9397545191799341,0.026985577132969837,lifestyle - general
61,6142#5,0.8665046525628606,0.062229101066679955,lifestyle - general
62,6140#1,0.41118538296251766,0.38596233227044563,lifestyle - general
63,6142#3,0.0029817575364945097,2.525527674378555,lifestyle - general
64,6142#1,1.1430494809792876e-05,4.941934969210023,lifestyle - general
65,6138#2,0.4523141293922395,0.3445598455478287,lifestyle - general
66,6138#4,0.750210125880859,0.12481707830246057,lifestyle - general
67,6138#1,0.2953791755692066,0.5296201259982624,lifestyle - general
68,6138#3,0.37183573094789507,0.4296488797392049,lifestyle - general
69,4501,0.5675755646414595,0.24597631013107527,lifestyle - general
70,2159,0.0641940691923047,1.1925050939877702,lifestyle - general
71,1835,0.01021925707834918,1.9905806754832116,lifestyle - general
72,1797,0.01921407158829484,1.7163805955255034,lifestyle - general
73,6142#2,0.0008512841835013117,3.06992543553975,lifestyle - general
74,6160#100,0.24863637117435822,0.6044353413221197,lifestyle - general
75,6140#3,0.8956652641313354,0.047854268354039886,lifestyle - general
76,6140#100,0.447517152837046,0.34919031400234196,lifestyle - general
77,20110#5,0.5762788915249603,0.2393672878663676,lifestyle - general
78,6146#2,0.8472372278385963,0.07199496946140642,lifestyle - general
79,6146#100,0.6337061727387626,0.19811206252392177,lifestyle - general
80,6145#4,0.7253122426349924,0.13947499196614765,lifestyle - general
81,6145#2,0.8833470797748748,0.053868622340678976,lifestyle - general
82,6145#6,0.5554511107949756,0.25535416038889713,lifestyle - general
83,6145#3,0.7830142279194809,0.10623034643403638,lifestyle - general
84,6145#5,0.835823767689929,0.07788528331225361,lifestyle - general
85,6145#100,0.41410736769808554,0.38288704256654704,lifestyle - general
86,6140#5,0.1873360117502678,0.7273787298265125,lifestyle - general
87,6145#1,0.8067295280158339,0.09327204666476477,lifestyle - general
88,6141#7,0.5322478925430846,0.2738860494926858,lifestyle - general
89,6141#3,0.559768183777494,0.251991789690053,lifestyle - general
90,6141#4,0.09530223576474015,1.0208969108107826,lifestyle - general
91,6141#8,0.8789727453115244,0.05602459107448721,lifestyle - general
92,6141#2,0.1695877677521153,0.7706054763089204,lifestyle - general
93,6141#1,0.8696257106037822,0.06066762875584003,lifestyle - general
94,6140#4,0.8855682123284158,0.05277798094835935,lifestyle - general
95,6140#6,0.7437103213527184,0.12859619124960542,lifestyle - general
96,6140#2,0.43120212735146396,0.36531910520832417,lifestyle - general
97,6141#6,0.05729231409370405,1.2419036358088695,lifestyle - general
98,20110#6,0.4879022982985657,0.3116671361077913,lifestyle - general
99,670_1.0,0.20982581385341345,0.678141083709383,lifestyle - general
100,20110#10,0.8780884486275194,0.05646173601170247,lifestyle - general
101,1845,0.3475694377099176,0.4589584186948288,lifestyle - general
102,1807,0.49937072714731123,0.3015769193555178,lifestyle - general
103,767,0.08797109747811022,1.0556599899808583,lifestyle - general
104,699,0.0429274931565237,1.367264472342291,lifestyle - general
105,189,0.20463605694616024,0.6890178410389093,lifestyle - general
106,6,0.743599522549809,0.12866089775173922,lifestyle - general
107,5,0.18120012917909226,0.7418414970469157,lifestyle - general
108,4,0.4278363886524882,0.3687222802626215,lifestyle - general
109,3,0.6757869760496878,0.1701901823217869,lifestyle - general
110,24504,0.8440651686676631,0.07362402102820279,lifestyle - general
111,24505,0.8909010150343147,0.05017054625769265,lifestyle - general
112,24506,0.7428932707255658,0.1290735755589502,lifestyle - general
113,24507,0.8197852243701146,0.08629991357789057,lifestyle - general
114,24508,0.7853393961271701,0.10494261585280124,lifestyle - general
115,26410,0.6348321049756596,0.1973411180526669,lifestyle - general
116,26411,0.4330230825785567,0.3634889526782613,lifestyle - general
117,26412,0.3479466599589373,0.4584873280678454,lifestyle - general
118,26413,0.4880167813712692,0.31156524371115657,lifestyle - general
119,26414,0.6571478897532396,0.18233688237923779,lifestyle - general
120,2139,0.6353345109370365,0.1969975534441394,lifestyle - general
121,2946,0.06427747183064095,1.191941213296285,lifestyle - general
122,3526,0.4473146330335458,0.349386894490489,lifestyle - general
