,Pattern 57
"Middle Temporal Gyrus, anterior division",-0.16009382088215288
Superior Frontal Gyrus,-0.015958539950978845
Frontal Pole,-0.02621783621631861
Planum Temporale,0.006245328722282381
"Inferior Temporal Gyrus, temporooccipital part",0.06649142171211038
Central Opercular Cortex,-0.048092063090337374
Precuneous Cortex,-0.2255255454097389
Occipital Pole,-0.2815640016559482
Lingual Gyrus,-0.19125473948355
"Inferior Frontal Gyrus, pars opercularis",-0.0006852483037083772
Putamen,-0.11867146974191113
"Inferior Frontal Gyrus, pars triangularis",0.02689569040813522
Middle Frontal Gyrus,-0.017297247509762262
Thalamus,0.040187545838352386
Frontal Operculum Cortex,-0.0024840964337552933
Precentral Gyrus,-0.06942041807808147
Parietal Operculum Cortex,0.09751329045140086
Caudate,-0.01573134762284336
Pallidum,0.040072859874233764
Occipital Fusiform Gyrus,0.030119779845871306
Superior Parietal Lobule,0.038776073701226765
Angular Gyrus,0.0991660758044849
"Lateral Occipital Cortex, inferior division",-0.046301883672317606
"Inferior Temporal Gyrus, anterior division",0.018590380526370187
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.04267737212023719
Cuneal Cortex,-0.08047446803617482
Temporal Pole,-0.037687091956802435
Subcallosal Cortex,0.0731739192636735
Planum Polare,0.10697367413772914
Paracingulate Gyrus,0.004230336706942561
Insular Cortex,-0.03728176061735383
Temporal Occipital Fusiform Cortex,0.022027982586275613
Hippocampus,-0.0008798437774857892
"Middle Temporal Gyrus, temporooccipital part",0.04067158927093609
"Temporal Fusiform Cortex, anterior division",0.039379308375572415
"Lateral Occipital Cortex, superior division",0.0335398010904004
Supracalcarine Cortex,0.2570192357872066
Heschl's Gyrus (includes H1 and H2),0.03934419051495664
"Supramarginal Gyrus, posterior division",-0.05843753221900086
Postcentral Gyrus,0.08159959798417718
Intracalcarine Cortex,0.028019324312399008
Frontal Orbital Cortex,0.09467134345788647
"Parahippocampal Gyrus, posterior division",-0.1356142386268984
Amygdala,0.09772803097960477
"Inferior Temporal Gyrus, posterior division",0.06659952493562399
Frontal Medial Cortex,0.08107565837563177
"Cingulate Gyrus, posterior division",0.03454553678380404
"Superior Temporal Gyrus, posterior division",-0.0690441189005047
"Middle Temporal Gyrus, posterior division",0.09395333249363418
Ventral Striatum,0.008437864960291003
"Supramarginal Gyrus, anterior division",0.00501556085249745
"Cingulate Gyrus, anterior division",0.04473337312197742
"Superior Temporal Gyrus, anterior division",0.0476935648761477
"Parahippocampal Gyrus, anterior division",0.05933238047385726
"Temporal Fusiform Cortex, posterior division",-0.08476737500397664
FA anterior corona radiata,0.036543173876950434
FA cingulum hippocampus,0.20683459685049574
FA fornix cres+stria terminalis,-0.11453033913270992
FA corticospinal tract,0.09030790928052558
FA inferior cerebellar peduncle,0.011338724377731936
FA posterior corona radiata,-0.08895939740014862
FA tapetum,-0.08134208554917874
FA superior cerebellar peduncle,0.07253441208201394
FA uncinate fasciculus,0.02347654850581957
FA cerebral peduncle,0.12517000132262612
FA posterior thalamic radiation,0.343767371466682
FA anterior limb of internal capsule,-0.1979971495392047
FA superior longitudinal fasciculus,-0.10969159424959088
FA external capsule,-0.024929406359218767
FA retrolenticular part of internal capsule,-0.25957689995765065
FA sagittal stratum,0.05467595765860876
FA cingulum cingulate gyrus,0.01678578953689697
FA superior fronto-occipital fasciculus,-0.01489609128523281
FA posterior limb of internal capsule,-0.047349409536371866
FA medial lemniscus,-0.17503730705332382
FA superior corona radiata,0.25984264377258554
V Cerebellum,0.031918481490244954
Crus I Cerebellum,-0.2700166004661727
VIIIa Cerebellum,-0.037542974375699166
VIIIb Cerebellum,-0.0015287915036607605
I-IV Cerebellum,0.17525231587420873
IX Cerebellum,0.07741436556659867
Crus II Cerebellum,0.08063525038339202
VIIb Cerebellum,0.01284816702925666
VI Cerebellum,0.04201815582239063
