,Pattern 63
"Middle Temporal Gyrus, anterior division",-0.17226353806185946
Superior Frontal Gyrus,-0.030531288923935668
Frontal Pole,-0.01278346563912125
Planum Temporale,-0.08937842265587688
"Inferior Temporal Gyrus, temporooccipital part",-0.13761080743033827
Central Opercular Cortex,-0.04842267324187394
Precuneous Cortex,0.02729252837861376
Occipital Pole,-0.07493402927930219
Lingual Gyrus,-0.021000753540769024
"Inferior Frontal Gyrus, pars opercularis",0.012030878673726151
Putamen,0.04250378280168355
"Inferior Frontal Gyrus, pars triangularis",0.03498989190087165
Middle Frontal Gyrus,0.021312407502168743
Thalamus,0.1219162413533654
Frontal Operculum Cortex,-0.0029286260263013675
Precentral Gyrus,0.049144914803811036
Parietal Operculum Cortex,-0.12173717022049405
Caudate,-0.013543207326372141
Pallidum,-0.028666481421888487
Occipital Fusiform Gyrus,-0.26586192342026504
Superior Parietal Lobule,0.20935017265849296
Angular Gyrus,-0.04392655575398348
"Lateral Occipital Cortex, inferior division",-0.02245632572822849
"Inferior Temporal Gyrus, anterior division",0.1123000166202696
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.0543859612935811
Cuneal Cortex,-0.1228351878101869
Temporal Pole,-0.03319818382379968
Subcallosal Cortex,0.08576901735784133
Planum Polare,0.03705790524699818
Paracingulate Gyrus,-0.03320683487890028
Insular Cortex,-0.054756507210092266
Temporal Occipital Fusiform Cortex,0.06806076051920773
Hippocampus,0.08157185993299837
"Middle Temporal Gyrus, temporooccipital part",-0.227670122862365
"Temporal Fusiform Cortex, anterior division",-0.03885004286720185
"Lateral Occipital Cortex, superior division",0.16897130586791653
Supracalcarine Cortex,0.2530594427525957
Heschl's Gyrus (includes H1 and H2),-0.02697583496102264
"Supramarginal Gyrus, posterior division",-0.04692670517165885
Postcentral Gyrus,0.05121532355628625
Intracalcarine Cortex,-0.07609033143137565
Frontal Orbital Cortex,0.049382565826730285
"Parahippocampal Gyrus, posterior division",0.10683343543724746
Amygdala,0.0010802253778321028
"Inferior Temporal Gyrus, posterior division",-0.2311682331096184
Frontal Medial Cortex,0.03536688448207922
"Cingulate Gyrus, posterior division",0.16765845248153066
"Superior Temporal Gyrus, posterior division",0.050256895292818037
"Middle Temporal Gyrus, posterior division",-0.16182741487651625
Ventral Striatum,-0.026619083019967404
"Supramarginal Gyrus, anterior division",0.16071736422781646
"Cingulate Gyrus, anterior division",-0.0959603629213652
"Superior Temporal Gyrus, anterior division",0.025225718334034752
"Parahippocampal Gyrus, anterior division",-0.14729710617872593
"Temporal Fusiform Cortex, posterior division",-0.05686098552828631
FA anterior corona radiata,-0.06524358333024391
FA cingulum hippocampus,0.19082623523561298
FA fornix cres+stria terminalis,-0.209063585872814
FA corticospinal tract,-0.026855497843527656
FA inferior cerebellar peduncle,-0.05543321050319256
FA posterior corona radiata,-0.2611501639867207
FA tapetum,0.2041898592702451
FA superior cerebellar peduncle,-0.08108886613910356
FA uncinate fasciculus,0.16749602909464384
FA cerebral peduncle,-0.10267153359734688
FA posterior thalamic radiation,-0.10004147158024736
FA anterior limb of internal capsule,0.0623180278870989
FA superior longitudinal fasciculus,0.049718668969578265
FA external capsule,-0.09474370948732666
FA retrolenticular part of internal capsule,0.16782740725808634
FA sagittal stratum,-0.009496334777200756
FA cingulum cingulate gyrus,-0.06229832112510352
FA superior fronto-occipital fasciculus,-0.0030635338659614
FA posterior limb of internal capsule,0.05435421936061702
FA medial lemniscus,0.10159696485792034
FA superior corona radiata,0.1103232999834664
V Cerebellum,-0.10706336553079243
Crus I Cerebellum,0.07573404467488151
VIIIa Cerebellum,0.010233295438830586
VIIIb Cerebellum,0.0033055224882048845
I-IV Cerebellum,-0.07590580680873146
IX Cerebellum,0.08083807358047873
Crus II Cerebellum,0.015831904961059615
VIIb Cerebellum,0.05307427557651806
VI Cerebellum,-0.14419105567942553
