,Pattern 36
"Middle Temporal Gyrus, anterior division",-0.10596321196981416
Superior Frontal Gyrus,0.038449746456045486
Frontal Pole,-0.11961958723846478
Planum Temporale,-0.03775897423493012
"Inferior Temporal Gyrus, temporooccipital part",0.08619127758021611
Central Opercular Cortex,0.02688246653188733
Precuneous Cortex,-0.13377749894566907
Occipital Pole,-0.11593249591917865
Lingual Gyrus,-0.036686188363752766
"Inferior Frontal Gyrus, pars opercularis",0.2747355258598663
Putamen,0.07596338812078875
"Inferior Frontal Gyrus, pars triangularis",-0.11481907899828593
Middle Frontal Gyrus,-0.040424315172698164
Thalamus,-0.16292312694451375
Frontal Operculum Cortex,-0.07657511835860611
Precentral Gyrus,0.055032189502617936
Parietal Operculum Cortex,0.08140708003353382
Caudate,0.08986527647738471
Pallidum,-0.0875767306622246
Occipital Fusiform Gyrus,-0.05679290758784347
Superior Parietal Lobule,0.029051974239209587
Angular Gyrus,-0.02374319819470075
"Lateral Occipital Cortex, inferior division",-0.030569561584595
"Inferior Temporal Gyrus, anterior division",-0.1695441626012012
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.1806762418956191
Cuneal Cortex,-0.05170859425324152
Temporal Pole,0.0815496178355862
Subcallosal Cortex,0.14436762042113144
Planum Polare,-0.03551831045845438
Paracingulate Gyrus,-0.15979287614946658
Insular Cortex,-0.11380272619364905
Temporal Occipital Fusiform Cortex,0.03133528750963775
Hippocampus,-0.017960217200388637
"Middle Temporal Gyrus, temporooccipital part",0.024706303496086143
"Temporal Fusiform Cortex, anterior division",0.02445414990860865
"Lateral Occipital Cortex, superior division",0.09581592810423954
Supracalcarine Cortex,0.02087586687077769
Heschl's Gyrus (includes H1 and H2),-0.09153249644016984
"Supramarginal Gyrus, posterior division",0.040001719024497014
Postcentral Gyrus,-0.06842711524789287
Intracalcarine Cortex,0.1828941624321244
Frontal Orbital Cortex,-0.017710351988174028
"Parahippocampal Gyrus, posterior division",0.0782107645949499
Amygdala,-0.07809262748880405
"Inferior Temporal Gyrus, posterior division",0.04891473772608644
Frontal Medial Cortex,0.3251454272241423
"Cingulate Gyrus, posterior division",-0.206503308978169
"Superior Temporal Gyrus, posterior division",-0.1029930582547114
"Middle Temporal Gyrus, posterior division",-0.06055042990548967
Ventral Striatum,0.21768091143479187
"Supramarginal Gyrus, anterior division",0.07070618823631138
"Cingulate Gyrus, anterior division",0.09819608159771162
"Superior Temporal Gyrus, anterior division",0.0123855372892884
"Parahippocampal Gyrus, anterior division",0.08577870571526235
"Temporal Fusiform Cortex, posterior division",0.14330354167745651
FA anterior corona radiata,-0.018082086130255647
FA cingulum hippocampus,-0.1583911523078382
FA fornix cres+stria terminalis,0.1178645134194879
FA corticospinal tract,-0.11794205696402715
FA inferior cerebellar peduncle,0.09255830918990028
FA posterior corona radiata,-0.2723541523762403
FA tapetum,0.15319929014515749
FA superior cerebellar peduncle,-0.1372301040719161
FA uncinate fasciculus,-0.06881267913299789
FA cerebral peduncle,0.05949255659944243
FA posterior thalamic radiation,0.0017865832751871313
FA anterior limb of internal capsule,0.13653403465081193
FA superior longitudinal fasciculus,0.005027190580628366
FA external capsule,0.05307999020217805
FA retrolenticular part of internal capsule,0.0897119957015323
FA sagittal stratum,0.09053211617068194
FA cingulum cingulate gyrus,0.2056622779248832
FA superior fronto-occipital fasciculus,-0.029638275047566182
FA posterior limb of internal capsule,0.07331059175954975
FA medial lemniscus,0.0040776099292535355
FA superior corona radiata,-0.02566006535728341
V Cerebellum,-0.035498932551206834
Crus I Cerebellum,-0.14512924166967228
VIIIa Cerebellum,0.03840967080707307
VIIIb Cerebellum,-0.015598604561888413
I-IV Cerebellum,-0.029478140858202013
IX Cerebellum,-0.10833141428377244
Crus II Cerebellum,-0.03403242697872405
VIIb Cerebellum,0.019214725385023532
VI Cerebellum,-0.020930398106828615
