,Pattern 81
"Middle Temporal Gyrus, anterior division",-0.062198418871410026
Superior Frontal Gyrus,-0.05432896621678267
Frontal Pole,-0.05332671896673613
Planum Temporale,0.044500123964917336
"Inferior Temporal Gyrus, temporooccipital part",-0.04786247521450005
Central Opercular Cortex,-0.12806692211962312
Precuneous Cortex,0.0040978700813689905
Occipital Pole,0.04105364443294582
Lingual Gyrus,0.05628324947736661
"Inferior Frontal Gyrus, pars opercularis",0.09206338941631924
Putamen,-0.08290606171867287
"Inferior Frontal Gyrus, pars triangularis",0.23994621088832416
Middle Frontal Gyrus,-0.00711756871546904
Thalamus,-0.015983041032198927
Frontal Operculum Cortex,-0.3828760058614474
Precentral Gyrus,-0.013141425401564544
Parietal Operculum Cortex,-0.11438686630647522
Caudate,0.01755082967603381
Pallidum,-0.011572250009688216
Occipital Fusiform Gyrus,0.00665896475161791
Superior Parietal Lobule,0.006328268281591443
Angular Gyrus,0.16855936932944107
"Lateral Occipital Cortex, inferior division",0.06971400398974595
"Inferior Temporal Gyrus, anterior division",0.030937032200423126
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.00989114290370824
Cuneal Cortex,-0.004310137949493531
Temporal Pole,-0.06479144369897251
Subcallosal Cortex,0.0035442065918740158
Planum Polare,-0.40519006482242215
Paracingulate Gyrus,-0.04268495424340285
Insular Cortex,0.2883698302370704
Temporal Occipital Fusiform Cortex,0.06917872747833992
Hippocampus,-0.08661854757755136
"Middle Temporal Gyrus, temporooccipital part",0.07402272590662283
"Temporal Fusiform Cortex, anterior division",0.0059177489724017976
"Lateral Occipital Cortex, superior division",-0.024815398735814828
Supracalcarine Cortex,-0.004388153187807442
Heschl's Gyrus (includes H1 and H2),-0.08603064986200397
"Supramarginal Gyrus, posterior division",-0.1667772722369339
Postcentral Gyrus,-0.054771549990456934
Intracalcarine Cortex,3.2100031115103726e-05
Frontal Orbital Cortex,-0.00635915324685955
"Parahippocampal Gyrus, posterior division",0.14527753970321694
Amygdala,0.008825293426318577
"Inferior Temporal Gyrus, posterior division",0.24505758100303185
Frontal Medial Cortex,-0.006723324247023762
"Cingulate Gyrus, posterior division",0.007654672843540627
"Superior Temporal Gyrus, posterior division",0.12617981837373407
"Middle Temporal Gyrus, posterior division",-0.0007893632026394481
Ventral Striatum,-0.0037664486914866842
"Supramarginal Gyrus, anterior division",0.14903986465816693
"Cingulate Gyrus, anterior division",-0.05159854659906122
"Superior Temporal Gyrus, anterior division",0.43356351511825203
"Parahippocampal Gyrus, anterior division",0.05867478521480829
"Temporal Fusiform Cortex, posterior division",-0.1381182699145352
FA anterior corona radiata,0.03238272332308632
FA cingulum hippocampus,0.009826498508161507
FA fornix cres+stria terminalis,-0.04498007195848258
FA corticospinal tract,-0.003080177334186007
FA inferior cerebellar peduncle,0.01123744521615409
FA posterior corona radiata,-0.019684352214803292
FA tapetum,-0.0009615415810561232
FA superior cerebellar peduncle,0.0013887189850220526
FA uncinate fasciculus,-0.015861293513239796
FA cerebral peduncle,-0.029402158480396512
FA posterior thalamic radiation,0.008216197108750878
FA anterior limb of internal capsule,-0.02417756332268954
FA superior longitudinal fasciculus,-0.014242379694256154
FA external capsule,0.012563156150559602
FA retrolenticular part of internal capsule,0.06308995892740955
FA sagittal stratum,-0.04559384011110083
FA cingulum cingulate gyrus,0.031580621424952424
FA superior fronto-occipital fasciculus,0.023997780545585715
FA posterior limb of internal capsule,0.0038548939186159015
FA medial lemniscus,-0.009146768819794813
FA superior corona radiata,-0.05081622183149971
V Cerebellum,-0.12639347205922385
Crus I Cerebellum,-0.02504846524464498
VIIIa Cerebellum,0.00020651704103204736
VIIIb Cerebellum,0.049669840831167884
I-IV Cerebellum,0.11232727757814172
IX Cerebellum,-0.0084579599633531
Crus II Cerebellum,0.06302956683376087
VIIb Cerebellum,-0.030560048447581718
VI Cerebellum,0.036437787193009705
