,Pattern 11
"Middle Temporal Gyrus, anterior division",0.07446073616563967
Superior Frontal Gyrus,0.11684005683871967
Frontal Pole,-0.005847592342182531
Planum Temporale,0.07451503794863297
"Inferior Temporal Gyrus, temporooccipital part",0.01874900070045096
Central Opercular Cortex,0.0006225212529754608
Precuneous Cortex,0.040952805782144205
Occipital Pole,-0.05927700167850195
Lingual Gyrus,0.1298150478780739
"Inferior Frontal Gyrus, pars opercularis",0.11092768447835943
Putamen,0.2967245640915024
"Inferior Frontal Gyrus, pars triangularis",0.1154330546493018
Middle Frontal Gyrus,-0.07556609831033606
Thalamus,-0.058548482471073776
Frontal Operculum Cortex,0.10250331832907146
Precentral Gyrus,-0.11480640317067828
Parietal Operculum Cortex,0.05588779436539254
Caudate,0.2105108478949332
Pallidum,0.17156481605482202
Occipital Fusiform Gyrus,-0.03371633918407213
Superior Parietal Lobule,-0.017034444738212102
Angular Gyrus,-0.06622633955083934
"Lateral Occipital Cortex, inferior division",0.008723088689409686
"Inferior Temporal Gyrus, anterior division",-0.15097017640209676
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.069425827635506
Cuneal Cortex,0.06176175762189981
Temporal Pole,0.06479910132596932
Subcallosal Cortex,0.0823336756951254
Planum Polare,0.12136358961550232
Paracingulate Gyrus,0.10375377069811184
Insular Cortex,0.1138865275518596
Temporal Occipital Fusiform Cortex,-0.009181188617585751
Hippocampus,0.03266872395326895
"Middle Temporal Gyrus, temporooccipital part",0.08063180802110823
"Temporal Fusiform Cortex, anterior division",-0.08338102588497286
"Lateral Occipital Cortex, superior division",-0.0009354998053007493
Supracalcarine Cortex,0.08793540904547538
Heschl's Gyrus (includes H1 and H2),0.015967286884941298
"Supramarginal Gyrus, posterior division",-0.018082201844807456
Postcentral Gyrus,0.0028221331279690426
Intracalcarine Cortex,-0.010121139786252335
Frontal Orbital Cortex,-0.02146503520770188
"Parahippocampal Gyrus, posterior division",-0.015246664981429112
Amygdala,0.1407232295609805
"Inferior Temporal Gyrus, posterior division",-0.17389049499229992
Frontal Medial Cortex,0.02561885952208573
"Cingulate Gyrus, posterior division",-0.12214805018612253
"Superior Temporal Gyrus, posterior division",0.061824111749519836
"Middle Temporal Gyrus, posterior division",0.011651649529800663
Ventral Striatum,0.1669389889759895
"Supramarginal Gyrus, anterior division",0.02231821345805339
"Cingulate Gyrus, anterior division",-0.15910967085883848
"Superior Temporal Gyrus, anterior division",0.15509004848809962
"Parahippocampal Gyrus, anterior division",0.03680801424017995
"Temporal Fusiform Cortex, posterior division",-0.13008317029070318
FA anterior corona radiata,-0.07433050483205182
FA cingulum hippocampus,-0.07834364371492115
FA fornix cres+stria terminalis,-0.1619146708868272
FA corticospinal tract,0.048095984873553925
FA inferior cerebellar peduncle,0.006533251756768624
FA posterior corona radiata,-0.0653487989561828
FA tapetum,-0.08160219990334375
FA superior cerebellar peduncle,0.07689876202466722
FA uncinate fasciculus,-0.1273203461866459
FA cerebral peduncle,-0.028960857325111423
FA posterior thalamic radiation,-0.2313615452482354
FA anterior limb of internal capsule,-0.1862541030660277
FA superior longitudinal fasciculus,-0.08538454007284244
FA external capsule,-0.2003603965110548
FA retrolenticular part of internal capsule,-0.1315641757069823
FA sagittal stratum,-0.1517902181045325
FA cingulum cingulate gyrus,0.02449965695834172
FA superior fronto-occipital fasciculus,-0.14960501122960068
FA posterior limb of internal capsule,-0.06428857226966139
FA medial lemniscus,0.06069713548102203
FA superior corona radiata,-0.01866046117510541
V Cerebellum,0.068041646735957
Crus I Cerebellum,0.06235980100890062
VIIIa Cerebellum,-0.028659271817118005
VIIIb Cerebellum,-0.1542211741085743
I-IV Cerebellum,0.05219174803617439
IX Cerebellum,-0.1022932657618708
Crus II Cerebellum,0.2892412838264061
VIIb Cerebellum,0.20495663822810944
VI Cerebellum,-0.011091431484947858
