,Pattern 41
"Middle Temporal Gyrus, anterior division",0.2126745723002905
Superior Frontal Gyrus,0.07091413767257576
Frontal Pole,-0.08698659190097065
Planum Temporale,0.05273528309293496
"Inferior Temporal Gyrus, temporooccipital part",0.06245532369239917
Central Opercular Cortex,-0.005113840442187184
Precuneous Cortex,-0.15115291483476628
Occipital Pole,0.18543729798887346
Lingual Gyrus,-0.005868194700095752
"Inferior Frontal Gyrus, pars opercularis",0.17156836256560187
Putamen,0.025088808873702337
"Inferior Frontal Gyrus, pars triangularis",-0.09498903380581833
Middle Frontal Gyrus,-0.006864708938008446
Thalamus,-0.012573776286817469
Frontal Operculum Cortex,-0.03455983009828068
Precentral Gyrus,0.03956541656916626
Parietal Operculum Cortex,0.04423322833358223
Caudate,-0.04795199604444035
Pallidum,-0.3413729990336266
Occipital Fusiform Gyrus,0.05708737012414598
Superior Parietal Lobule,0.058843650340784
Angular Gyrus,0.10260634766192
"Lateral Occipital Cortex, inferior division",-0.09715229492516
"Inferior Temporal Gyrus, anterior division",0.1512534622456448
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.19412866311673266
Cuneal Cortex,0.15941241919812835
Temporal Pole,0.02474252121165869
Subcallosal Cortex,0.06605964293286751
Planum Polare,-0.05206140972040105
Paracingulate Gyrus,-0.04821920670225746
Insular Cortex,-0.012658884531627695
Temporal Occipital Fusiform Cortex,0.08650334483421246
Hippocampus,-0.003335623966420259
"Middle Temporal Gyrus, temporooccipital part",-0.02032930892552616
"Temporal Fusiform Cortex, anterior division",-0.04436557920551998
"Lateral Occipital Cortex, superior division",-0.11216167799771888
Supracalcarine Cortex,0.08001595155387159
Heschl's Gyrus (includes H1 and H2),-0.10974732740923553
"Supramarginal Gyrus, posterior division",-0.04267347643597573
Postcentral Gyrus,0.09137436309945897
Intracalcarine Cortex,-0.0019390002674778489
Frontal Orbital Cortex,0.1045693917434711
"Parahippocampal Gyrus, posterior division",0.020761171847301026
Amygdala,0.03025503000027523
"Inferior Temporal Gyrus, posterior division",-0.04083047390523541
Frontal Medial Cortex,0.1849266658098226
"Cingulate Gyrus, posterior division",0.18336369815679826
"Superior Temporal Gyrus, posterior division",0.055688306614193134
"Middle Temporal Gyrus, posterior division",0.057674539885436624
Ventral Striatum,0.0376332241894449
"Supramarginal Gyrus, anterior division",-0.19571966319990936
"Cingulate Gyrus, anterior division",-0.012626842353936692
"Superior Temporal Gyrus, anterior division",-0.026198783526294
"Parahippocampal Gyrus, anterior division",-0.13125466598135005
"Temporal Fusiform Cortex, posterior division",-0.14832431823325296
FA anterior corona radiata,0.06541814358339533
FA cingulum hippocampus,-0.026485569038014148
FA fornix cres+stria terminalis,-0.001962352632273956
FA corticospinal tract,0.015918288737136497
FA inferior cerebellar peduncle,-0.07002785458202009
FA posterior corona radiata,0.02245990028059547
FA tapetum,-0.1341093738205488
FA superior cerebellar peduncle,-0.050821344776315364
FA uncinate fasciculus,0.02566405741955644
FA cerebral peduncle,0.009427398085350126
FA posterior thalamic radiation,0.06532103412079841
FA anterior limb of internal capsule,0.051756218735515225
FA superior longitudinal fasciculus,0.31197275671889146
FA external capsule,-0.24499092480256965
FA retrolenticular part of internal capsule,-0.044967653672076086
FA sagittal stratum,-0.08373547337104477
FA cingulum cingulate gyrus,0.1280974381136257
FA superior fronto-occipital fasciculus,-0.3495812465047744
FA posterior limb of internal capsule,0.01588194756053133
FA medial lemniscus,0.03022831794224623
FA superior corona radiata,0.0465602318681229
V Cerebellum,0.04674472552854062
Crus I Cerebellum,0.060408640360328586
VIIIa Cerebellum,0.0458331076668376
VIIIb Cerebellum,-0.0006589801079729396
I-IV Cerebellum,0.07182492714504378
IX Cerebellum,-0.08188760803398262
Crus II Cerebellum,-0.07688179736437183
VIIb Cerebellum,0.01950711032943145
VI Cerebellum,-0.010869777712267936
