i,phesid,p_Asymmetry Pattern 37,-logp_Asymmetry Pattern 37,Category
0,1677,0.4438315510513908,0.3527818279254015,early life factors
1,1777,0.09147039030569988,1.038719467769116,early life factors
2,1787,0.14405436494331625,0.8414735777717964,early life factors
3,1767,0.7684034632865625,0.11441068638861857,early life factors
4,1697,0.6454966771593805,0.19010598902120085,early life factors
5,1687,0.05246431958012484,1.2801359552137839,early life factors
6,20022,0.005442696425029074,2.2641858884665873,early life factors
7,130,0.028178793689185227,1.5500776026157288,early life factors
8,129,0.1744993615484542,0.7582061576818245,early life factors
9,10722#4,0.44741216575315224,0.3492922110135767,lifestyle - general
10,10722#5,0.847547937886574,0.07183572843953605,lifestyle - general
11,10722#2,0.3858090663343834,0.4136275708530228,lifestyle - general
12,10722#100,0.8805943629438567,0.05522409896985323,lifestyle - general
13,10722#3,0.4549547536611002,0.34203179282071083,lifestyle - general
14,10721#1,0.1918987278038555,0.7169279044182381,lifestyle - general
15,10860#1,0.2887973815870802,0.5394067486627777,lifestyle - general
16,10721#6,0.6002666649341356,0.22165577398068956,lifestyle - general
17,10721#2,0.8642356683027849,0.0633678136699925,lifestyle - general
18,10721#3,0.2562073574836153,0.5914084028167245,lifestyle - general
19,10721#100,0.9723715084739838,0.01216777493545792,lifestyle - general
20,10114,0.8188969115243838,0.08677076682812582,lifestyle - general
21,10105,0.4487899621855416,0.34795686524605934,lifestyle - general
22,6160#4,0.7045194263037016,0.15210702722434272,lifestyle - general
23,6160#3,0.207611854989836,0.6827478511623547,lifestyle - general
24,6160#5,0.6407920610054633,0.1932828775150757,lifestyle - general
25,10722#1,0.49187113566873525,0.3081486622700994,lifestyle - general
26,10860#100,0.31132408381048815,0.5067872813045733,lifestyle - general
27,20107#11,0.8941781316024598,0.04857595562713943,lifestyle - general
28,10860#3,0.7402887759263451,0.13059883523242188,lifestyle - general
29,20110#3,0.04804666906567865,1.3183367153115373,lifestyle - general
30,20110#9,0.2095690134781564,0.678672930993111,lifestyle - general
31,20110#12,0.9165807915742914,0.03782924833572476,lifestyle - general
32,20110#11,0.6455307337835406,0.19008307610111402,lifestyle - general
33,20110#1,0.7901725612590759,0.10227805526792544,lifestyle - general
34,20110#8,0.09456629627344242,1.0242636199465291,lifestyle - general
35,20110#100,0.2604600466121609,0.5842588860559239,lifestyle - general
36,20107#101,0.7040812391966252,0.15237722764869843,lifestyle - general
37,20107#12,0.47392211020165814,0.32429302940024374,lifestyle - general
38,10860#2,0.2325599748204095,0.6334650282592911,lifestyle - general
39,20107#9,0.903680877008784,0.043984907823819995,lifestyle - general
40,20107#3,0.5135769635520816,0.2893944647417499,lifestyle - general
41,20107#4,0.9945355572719463,0.0023796850876174713,lifestyle - general
42,20107#6,0.4190510235938001,0.37773309417899115,lifestyle - general
43,20107#13,0.7745899046521626,0.11092816753897496,lifestyle - general
44,20107#8,0.09284849467185123,1.0322251329689829,lifestyle - general
45,20107#1,0.6342532649341227,0.1977372884905853,lifestyle - general
46,20107#2,0.16978364765334603,0.7701041402163366,lifestyle - general
47,20107#100,0.4617851736779873,0.3355600148861503,lifestyle - general
48,6160#2,0.07590070589795997,1.1197541850246353,lifestyle - general
49,20107#10,0.9434158070662466,0.025296851363441532,lifestyle - general
50,6160#1,0.06879140800142973,1.1624658014532403,lifestyle - general
51,6146#3,0.5905092777947466,0.22877327457305852,lifestyle - general
52,6146#1,0.49184895384033744,0.3081682480156302,lifestyle - general
53,6139#3,0.9944389417991566,0.002421877249207926,lifestyle - general
54,6139#2,0.730970307864423,0.13610026379800091,lifestyle - general
55,6139#1,0.07806329475296118,1.1075531227596946,lifestyle - general
56,6139#100,0.1412970388317441,0.8498669395846261,lifestyle - general
