,Pattern 5
"Middle Temporal Gyrus, anterior division",0.1437509252604825
Superior Frontal Gyrus,-0.019736264617093824
Frontal Pole,-0.17922912773831207
Planum Temporale,-0.1546615957302917
"Inferior Temporal Gyrus, temporooccipital part",0.014648787617991375
Central Opercular Cortex,0.190708945517852
Precuneous Cortex,0.060514657036422885
Occipital Pole,0.008263378876547878
Lingual Gyrus,0.030503807136317895
"Inferior Frontal Gyrus, pars opercularis",0.15189745650345846
Putamen,0.015816674468993625
"Inferior Frontal Gyrus, pars triangularis",0.09465489555812016
Middle Frontal Gyrus,0.0843618814934937
Thalamus,-0.0801940742329854
Frontal Operculum Cortex,0.14477037126162254
Precentral Gyrus,-0.00869514788406145
Parietal Operculum Cortex,-0.15103022784834094
Caudate,-0.02674520333889852
Pallidum,-0.04689606211333802
Occipital Fusiform Gyrus,-0.022673632277164013
Superior Parietal Lobule,-0.017437235620938074
Angular Gyrus,-0.048837575135754055
"Lateral Occipital Cortex, inferior division",0.05761176196885748
"Inferior Temporal Gyrus, anterior division",0.04173334881350826
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.019444657465027125
Cuneal Cortex,-0.02573888138152765
Temporal Pole,0.04130350046702503
Subcallosal Cortex,0.07051331248291977
Planum Polare,0.1916556263920066
Paracingulate Gyrus,-0.020948243026008125
Insular Cortex,0.11857368255302447
Temporal Occipital Fusiform Cortex,-0.18209506780227888
Hippocampus,0.23426282711672
"Middle Temporal Gyrus, temporooccipital part",0.012825372617707834
"Temporal Fusiform Cortex, anterior division",0.10223104120664367
"Lateral Occipital Cortex, superior division",0.09553855328712957
Supracalcarine Cortex,-0.028177513965370517
Heschl's Gyrus (includes H1 and H2),0.04500142178796825
"Supramarginal Gyrus, posterior division",-0.17702893145682871
Postcentral Gyrus,-0.028626162336953274
Intracalcarine Cortex,0.06085990601042845
Frontal Orbital Cortex,-0.1203562506549848
"Parahippocampal Gyrus, posterior division",0.20559192748946986
Amygdala,0.06341612989545453
"Inferior Temporal Gyrus, posterior division",0.0363703393709682
Frontal Medial Cortex,-0.0008901624658140949
"Cingulate Gyrus, posterior division",0.15518801177141542
"Superior Temporal Gyrus, posterior division",-0.1410870114222819
"Middle Temporal Gyrus, posterior division",0.025950216573244943
Ventral Striatum,-0.03548912113801714
"Supramarginal Gyrus, anterior division",-0.1061904261726982
"Cingulate Gyrus, anterior division",0.1022513400287021
"Superior Temporal Gyrus, anterior division",0.16125079944741294
"Parahippocampal Gyrus, anterior division",0.11210971432552044
"Temporal Fusiform Cortex, posterior division",0.06158817510139029
FA anterior corona radiata,0.049726054268167286
FA cingulum hippocampus,-0.04214068504927517
FA fornix cres+stria terminalis,0.03783753787560816
FA corticospinal tract,-0.10920319115895977
FA inferior cerebellar peduncle,-0.02989766325610335
FA posterior corona radiata,-0.053909914845621104
FA tapetum,0.05167298985125094
FA superior cerebellar peduncle,-0.07443563275549747
FA uncinate fasciculus,0.04730310857501185
FA cerebral peduncle,-0.13229001196450635
FA posterior thalamic radiation,-0.0561278106201646
FA anterior limb of internal capsule,-0.07563994614767901
FA superior longitudinal fasciculus,-0.05304223541427887
FA external capsule,-0.08536959254014136
FA retrolenticular part of internal capsule,-0.0470829935034798
FA sagittal stratum,-0.119373719500656
FA cingulum cingulate gyrus,-0.06568989241621692
FA superior fronto-occipital fasciculus,0.050103584341197764
FA posterior limb of internal capsule,-0.18867415338417776
FA medial lemniscus,-0.10250266254930653
FA superior corona radiata,-0.038776196651580816
V Cerebellum,0.21121202182966084
Crus I Cerebellum,-0.07494544142676904
VIIIa Cerebellum,0.06935652554937616
VIIIb Cerebellum,0.2231287680114669
I-IV Cerebellum,0.2683081178674079
IX Cerebellum,0.17627619072551853
Crus II Cerebellum,-0.13087999166266234
VIIb Cerebellum,-0.13090693710066914
VI Cerebellum,-0.147969820986139
