i,phesid,p_Asymmetry Pattern 34,-logp_Asymmetry Pattern 34,Category
0,1677,0.6304624436354435,0.2003407790475734,early life factors
1,1777,0.8436846615931445,0.07381984640780055,early life factors
2,1787,0.7900637774093129,0.10233784914127314,early life factors
3,1767,0.7135125710754106,0.14659837083162244,early life factors
4,1697,0.29366441629022055,0.5321486743319644,early life factors
5,1687,0.6717030115309869,0.17282270456961493,early life factors
6,20022,0.004796198684075638,2.3191028344117157,early life factors
7,130,0.4624962617902118,0.33489177317455776,early life factors
8,129,0.24958768624155708,0.6027768449882579,early life factors
9,10722#4,0.22122045933440193,0.6551747102554754,lifestyle - general
10,10722#5,0.24794951331768714,0.6056367398175188,lifestyle - general
11,10722#2,0.8613889360458218,0.0648007107544102,lifestyle - general
12,10722#100,0.3333817764757367,0.4770581435372119,lifestyle - general
13,10722#3,0.1662648254378935,0.7791996192952165,lifestyle - general
14,10721#1,0.8555473997232403,0.06775592432511235,lifestyle - general
15,10860#1,0.37816524420536624,0.42231838808598493,lifestyle - general
16,10721#6,0.6826942220615321,0.16577377275607438,lifestyle - general
17,10721#2,0.6038970031349729,0.21903712559150706,lifestyle - general
18,10721#3,0.6975849617257118,0.1564028903317063,lifestyle - general
19,10721#100,0.0626471988713344,1.203098342737174,lifestyle - general
20,10114,0.12410475296029667,0.9062115855850573,lifestyle - general
21,10105,0.8216182341082434,0.08532993104086667,lifestyle - general
22,6160#4,0.37658137559344546,0.42414116248453204,lifestyle - general
23,6160#3,0.6024031461575875,0.2201127686212479,lifestyle - general
24,6160#5,0.370179726212955,0.43158737011835085,lifestyle - general
25,10722#1,0.40674794849365037,0.3906746288278192,lifestyle - general
26,10860#100,0.6842722588347185,0.16477106643247225,lifestyle - general
27,20107#11,0.49887705251644926,0.3020064723981299,lifestyle - general
28,10860#3,0.4286879125038017,0.3678587618985286,lifestyle - general
29,20110#3,0.21765218699286415,0.6622369646464359,lifestyle - general
30,20110#9,0.7880396276793944,0.10345194285337897,lifestyle - general
31,20110#12,0.8660454127535838,0.062459334320775,lifestyle - general
32,20110#11,0.07484848911484844,1.1258169618634373,lifestyle - general
33,20110#1,0.9801656346696374,0.008700528241443914,lifestyle - general
34,20110#8,0.6743630531741568,0.17110623174353967,lifestyle - general
35,20110#100,0.27086864457394416,0.567241265460207,lifestyle - general
36,20107#101,0.18653899874327595,0.7292303586626747,lifestyle - general
37,20107#12,0.6641159254748127,0.17775610527101088,lifestyle - general
38,10860#2,0.4427452664931634,0.35384607327032885,lifestyle - general
39,20107#9,0.8418095558904428,0.07478614862014908,lifestyle - general
40,20107#3,0.7360603559767445,0.1330865726286221,lifestyle - general
41,20107#4,0.524648547767774,0.28013152493108384,lifestyle - general
42,20107#6,0.15528179718649357,0.8088794511922052,lifestyle - general
43,20107#13,0.17799662129446042,0.7495882413264895,lifestyle - general
44,20107#8,0.47218211311018093,0.32589046860138216,lifestyle - general
45,20107#1,0.35378793841922695,0.45125697743891646,lifestyle - general
46,20107#2,0.7872432588268818,0.10389104954416095,lifestyle - general
47,20107#100,0.5797609872090791,0.23675101217844502,lifestyle - general
48,6160#2,0.24449395151456096,0.6117318803290808,lifestyle - general
49,20107#10,0.6705504559955855,0.1735685378183163,lifestyle - general
50,6160#1,0.5357091808877839,0.2710709107024864,lifestyle - general
51,6146#3,0.03581138926766242,1.4459788306335504,lifestyle - general
52,6146#1,0.6760449709079492,0.17002441357380774,lifestyle - general
53,6139#3,0.7997278579901801,0.09705777535864456,lifestyle - general
54,6139#2,0.6953031175999916,0.15782582332050002,lifestyle - general
55,6139#1,0.0496875508893016,1.303752409200832,lifestyle - general
56,6139#100,0.2280666141557964,0.6419382848641169,lifestyle - general
57,6142#7,0.12895368506286156,0.8895662426722324,lifestyle - general
58,6142#100,0.1178980996647451,0.9284931950047095,lifestyle - general
59,6142#4,0.029484225376187854,1.5304102777307178,lifestyle - general
60,6142#6,0.8096352126489915,0.09171061176095684,lifestyle - general
61,6142#5,0.4749535780709761,0.3233488362126898,lifestyle - general
62,6140#1,0.3231556425847266,0.4905882565074666,lifestyle - general
63,6142#3,0.974708204883935,0.011125378122468887,lifestyle - general
64,6142#1,0.19904032929827048,0.7010589184789082,lifestyle - general
65,6138#2,0.683004247596741,0.1655765954369303,lifestyle - general
66,6138#4,0.2709353497034343,0.5671343276372874,lifestyle - general
67,6138#1,0.837795364648853,0.07686204683108232,lifestyle - general
68,6138#3,0.8534892089593316,0.06880196549130131,lifestyle - general
69,4501,0.6485309834079777,0.18806927077237076,lifestyle - general
70,2159,0.22681811978363955,0.6443222539779321,lifestyle - general
71,1835,0.6086037567513821,0.21566537118363613,lifestyle - general
72,1797,0.2002356570119108,0.6984585828775426,lifestyle - general
73,6142#2,0.29217204404887587,0.5343613410921441,lifestyle - general
74,6160#100,0.8576255301188528,0.06670229921764301,lifestyle - general
75,6140#3,0.7986272005243517,0.09765590221022896,lifestyle - general
76,6140#100,0.9263018949978373,0.03324744748239931,lifestyle - general
77,20110#5,0.7499689944042948,0.12495669105825867,lifestyle - general
78,6146#2,0.006035098486989929,2.219315638241485,lifestyle - general
79,6146#100,0.005264967062934296,2.278604341369402,lifestyle - general
80,6145#4,0.8618371019899846,0.06457481351676513,lifestyle - general
81,6145#2,0.5959519899691864,0.22478872571495823,lifestyle - general
82,6145#6,0.5827092334266109,0.23454810016202915,lifestyle - general
83,6145#3,0.5565140700945674,0.25452385111869874,lifestyle - general
84,6145#5,0.8301362463415759,0.08085062307172243,lifestyle - general
85,6145#100,0.5534368064471038,0.2569319613762628,lifestyle - general
86,6140#5,0.25911900806464355,0.5865007275205573,lifestyle - general
87,6145#1,0.23300049082179525,0.6326431641200206,lifestyle - general
88,6141#7,0.8097679617657628,0.09163940996274957,lifestyle - general
89,6141#3,0.1260056051621887,0.8996101355422378,lifestyle - general
90,6141#4,0.4929149455703217,0.3072280134940568,lifestyle - general
91,6141#8,0.9997084871849273,0.0001266208636891686,lifestyle - general
92,6141#2,0.31191267974743686,0.5059669701213003,lifestyle - general
93,6141#1,0.25657880192652843,0.590779227098367,lifestyle - general
94,6140#4,0.5979892155348152,0.22330664824562493,lifestyle - general
95,6140#6,0.14998961680332432,0.8239388044183191,lifestyle - general
96,6140#2,0.19484937139628852,0.7103009909468031,lifestyle - general
97,6141#6,0.03835858408558189,1.4161374321366114,lifestyle - general
98,20110#6,0.5597647628631632,0.2519944438043805,lifestyle - general
99,670_1.0,0.9731515172094435,0.011819535923814267,lifestyle - general
100,20110#10,0.42950130719928015,0.3670355100432856,lifestyle - general
101,1845,0.005850079843521215,2.232838206505162,lifestyle - general
102,1807,0.46581931727012577,0.33178250547530314,lifestyle - general
103,767,0.013001624511774498,1.8860023805838102,lifestyle - general
104,699,0.08576735610828998,1.0666779774153887,lifestyle - general
105,189,0.22455807220956717,0.6486713286971877,lifestyle - general
106,6,0.022629992455556615,1.6453155908314259,lifestyle - general
107,5,0.5477608195132735,0.2614090353856875,lifestyle - general
108,4,0.33675826492089117,0.47268173676165287,lifestyle - general
109,3,0.43909738572330115,0.35743914856931824,lifestyle - general
110,24504,0.10587010545539147,0.9752266543268877,lifestyle - general
111,24505,0.8828962346206204,0.054090335357614046,lifestyle - general
112,24506,0.11546248417351505,0.9375591028979825,lifestyle - general
113,24507,0.05950538892196655,1.2254437019505147,lifestyle - general
114,24508,0.4749134080847027,0.3233855689418852,lifestyle - general
115,26410,0.0058642603089206395,2.2317867600213144,lifestyle - general
116,26411,0.030684166338497017,1.5130856716144905,lifestyle - general
117,26412,0.17492456676250662,0.7571491930361489,lifestyle - general
118,26413,0.2422823856706314,0.6156781586405261,lifestyle - general
119,26414,0.06408054681916112,1.193273790938628,lifestyle - general
120,2139,0.257491993265627,0.5892362708349023,lifestyle - general
121,2946,0.8259346149695483,0.08305433219764681,lifestyle - general
122,3526,0.5899158637482445,0.22920992482476849,lifestyle - general
123,3659,0.034191423904828176,1.4660828125952474,lifestyle - general
124,24501,0.23986919356036587,0.6200255249618953,lifestyle - general
125,24500,0.053803368512008294,1.2691905332484592,lifestyle - general
126,24020,0.600184636263626,0.2217151259910212,lifestyle - general
127,24019,0.8647381999480734,0.06311535557252321,lifestyle - general
128,24018,0.2662099038132642,0.5747757914930448,lifestyle - general
129,24017,0.3576109275254053,0.44658921892680387,lifestyle - general
130,24016,0.39699368055126943,0.40121640639445694,lifestyle - general
131,24012,0.7375764721625079,0.1321929452257985,lifestyle - general
132,24011,0.43995680361608686,0.3565899618594896,lifestyle - general
133,26415,0.08612286735238597,1.0648815193201164,lifestyle - general
134,24010,0.14232338068799408,0.8467237487584268,lifestyle - general
135,24007,0.584684208384519,0.23307863577461785,lifestyle - general
136,24006,0.9319401005119429,0.03061200057855746,lifestyle - general
137,24005,0.33149073219443653,0.4795286090784534,lifestyle - general
138,24004,0.416759361863316,0.3801146356273426,lifestyle - general
139,24003,0.22724345379586364,0.6435086186506916,lifestyle - general
140,22704,0.4391871145330489,0.35735041029131065,lifestyle - general
141,22702,0.4805201589074014,0.3182883879775397,lifestyle - general
142,20075,0.5853797145654746,0.232562331449411,lifestyle - general
143,20074,0.4203772392640048,0.37636080627282237,lifestyle - general
144,24008,0.13694121053535838,0.8634658373676148,lifestyle - general
145,26416,0.0005441364786121375,3.264292158253419,lifestyle - general
146,26417,0.22452976508628833,0.648726078019854,lifestyle - general
147,26427,0.6068699151799765,0.21690439158380725,lifestyle - general
148,738,0.10977190286869,0.9595088073414294,lifestyle - general
149,728,0.13923860090320028,0.8562403492420475,lifestyle - general
150,709,0.15152137919465564,0.8195260852395454,lifestyle - general
151,24502,0.34296475110405494,0.46475051315737853,lifestyle - general
152,24014,0.4922613405405783,0.3078042699537593,lifestyle - general
153,20111#101,0.47866739742927367,0.3199661517926451,lifestyle - general
154,20111#11,0.5389859521146206,0.2684225539201403,lifestyle - general
155,20111#4,0.6084642306087874,0.21576494727092937,lifestyle - general
156,20111#10,0.9676581786649966,0.014278028369685404,lifestyle - general
157,777,0.1569946237831086,0.8041152195736145,lifestyle - general
158,20111#6,0.061145043964119704,1.2136387384030314,lifestyle - general
159,20111#1,0.34591142379541584,0.4610350950848384,lifestyle - general
160,20111#12,0.2390273701056549,0.6215523668121984,lifestyle - general
161,20111#13,0.8520032606040849,0.06955874319145466,lifestyle - general
162,20111#3,0.18332822696631756,0.7367706617594313,lifestyle - general
163,20111#9,0.46203911819461047,0.3353212536714321,lifestyle - general
164,20111#8,0.004864270936079716,2.31298224319927,lifestyle - general
165,20111#5,0.19132030851705714,0.7182389274700115,lifestyle - general
166,20111#100,0.25752193081525265,0.5891857801121826,lifestyle - general
167,20110#4,0.9469305714926938,0.02368186209806074,lifestyle - general
168,20111#2,0.18254628477390777,0.7386270014905341,lifestyle - general
169,20110#2,0.12834879596831872,0.8916082010616292,lifestyle - general
170,1031,0.6350064990743481,0.19722182982978323,lifestyle - general
171,1883,3.875966407621952e-06,5.411619995565452,lifestyle - general
172,26428,0.7251019976759672,0.13960089837778433,lifestyle - general
173,26429,0.04657505043457648,1.3318466661483832,lifestyle - general
174,26430,0.8300102555487201,0.08091654147850236,lifestyle - general
175,26431,0.9013937659197806,0.045085449855013934,lifestyle - general
176,26432,0.015240767572783925,1.8169931600154448,lifestyle - general
177,26433,0.4157061206791893,0.3812135810804382,lifestyle - general
178,26434,0.8477846511036464,0.07171445047283641,lifestyle - general
179,24015,0.483078005897237,0.3159827350966021,lifestyle - general
180,24013,0.36492128875522295,0.437800800052095,lifestyle - general
181,1873,0.0009930574073820483,3.0030256447688735,lifestyle - general
182,24009,0.3470459315079019,0.45961304255689583,lifestyle - general
183,10740,0.15007285212064198,0.8236978636564348,lifestyle - general
184,5057,0.5473768163506477,0.2617136006858565,lifestyle - general
185,4674,0.47198109721678433,0.3260753944566605,lifestyle - general
186,3669,0.1358862059330695,0.8668246270879888,lifestyle - general
187,2405,0.8671270027768552,0.061917289414501996,lifestyle - general
188,2385,0.8106750154958621,0.09115321146463216,lifestyle - general
189,2375,0.038022967498046435,1.4199539916858717,lifestyle - general
190,2237,0.5557095686546678,0.25515212511826685,lifestyle - general
191,2149,0.4145712524186272,0.3824008164457724,lifestyle - general
192,10877,0.09510434852665005,1.0217996250399544,lifestyle - general
193,20110#101,0.13505149006472952,0.8695006197451736,lifestyle - general
194,24503,0.013414098544028792,1.872438507524909,lifestyle - general
