,Pattern 22
"Middle Temporal Gyrus, anterior division",0.17986831208063087
Superior Frontal Gyrus,0.2368303240336669
Frontal Pole,-0.26883100803095306
Planum Temporale,-0.028811788059444836
"Inferior Temporal Gyrus, temporooccipital part",-0.34197389096546993
Central Opercular Cortex,-0.008456663395264309
Precuneous Cortex,-0.12428209271174788
Occipital Pole,-0.029759785132870236
Lingual Gyrus,0.08998406414878868
"Inferior Frontal Gyrus, pars opercularis",0.08904647311056256
Putamen,-0.047753096217400766
"Inferior Frontal Gyrus, pars triangularis",-0.0422083099328906
Middle Frontal Gyrus,0.12104283914041487
Thalamus,0.17700386677592306
Frontal Operculum Cortex,-0.07949171221306123
Precentral Gyrus,-0.0584826203654565
Parietal Operculum Cortex,-0.054134196580225835
Caudate,0.2162865918715146
Pallidum,0.08578419740733043
Occipital Fusiform Gyrus,0.054753161614732836
Superior Parietal Lobule,-0.24123959285207144
Angular Gyrus,-0.08881625208170922
"Lateral Occipital Cortex, inferior division",-0.06808958188254444
"Inferior Temporal Gyrus, anterior division",0.10582121801581523
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.02225179188617693
Cuneal Cortex,-0.047674630785627135
Temporal Pole,0.12628157874391732
Subcallosal Cortex,0.03691908688033962
Planum Polare,-0.12449150230135912
Paracingulate Gyrus,-0.03185249415440161
Insular Cortex,-0.2579029181647422
Temporal Occipital Fusiform Cortex,-0.06603691312608842
Hippocampus,-0.09589762025989827
"Middle Temporal Gyrus, temporooccipital part",-0.2149502211048659
"Temporal Fusiform Cortex, anterior division",0.029992531842642875
"Lateral Occipital Cortex, superior division",0.16092728816670976
Supracalcarine Cortex,-0.04738742478630825
Heschl's Gyrus (includes H1 and H2),-0.11116239342699373
"Supramarginal Gyrus, posterior division",-0.03535669323024794
Postcentral Gyrus,0.027231229250070342
Intracalcarine Cortex,0.04074799265115209
Frontal Orbital Cortex,-0.0011363613858878794
"Parahippocampal Gyrus, posterior division",-0.0981809212182828
Amygdala,-0.053984703018818164
"Inferior Temporal Gyrus, posterior division",-0.00012025337527643565
Frontal Medial Cortex,-0.060689010372915485
"Cingulate Gyrus, posterior division",0.01173907904733339
"Superior Temporal Gyrus, posterior division",0.10138284946126007
"Middle Temporal Gyrus, posterior division",0.11580543255283335
Ventral Striatum,0.11794896678688715
"Supramarginal Gyrus, anterior division",0.114268585655782
"Cingulate Gyrus, anterior division",-0.011779244871984049
"Superior Temporal Gyrus, anterior division",-0.03618156881869744
"Parahippocampal Gyrus, anterior division",-0.03541966051642924
"Temporal Fusiform Cortex, posterior division",-0.1155849908012936
FA anterior corona radiata,-0.02059952451751653
FA cingulum hippocampus,-0.0645266295614144
FA fornix cres+stria terminalis,-0.04620031126757829
FA corticospinal tract,-0.02202478602941478
FA inferior cerebellar peduncle,-0.0741667985603513
FA posterior corona radiata,0.09360794288976737
FA tapetum,0.018095444792600567
FA superior cerebellar peduncle,-0.039665332855084286
FA uncinate fasciculus,0.14716459381653696
FA cerebral peduncle,0.08056333902067249
FA posterior thalamic radiation,-0.09695106025600374
FA anterior limb of internal capsule,-0.036185101138962485
FA superior longitudinal fasciculus,-0.10407048112737037
FA external capsule,0.06035066185694585
FA retrolenticular part of internal capsule,-0.08299204909620965
FA sagittal stratum,-0.06496932042337747
FA cingulum cingulate gyrus,-0.15876286100828868
FA superior fronto-occipital fasciculus,-0.03972621927803648
FA posterior limb of internal capsule,0.08699238210190098
FA medial lemniscus,-0.07939703315092288
FA superior corona radiata,-0.014552709993075038
V Cerebellum,0.060376005792698764
Crus I Cerebellum,-0.1501866204446063
VIIIa Cerebellum,-0.07794519036781336
VIIIb Cerebellum,-0.02468608795547188
I-IV Cerebellum,0.009785381746112959
IX Cerebellum,-0.037799781816950734
Crus II Cerebellum,-0.0893705068434046
VIIb Cerebellum,-0.1140217045841118
VI Cerebellum,0.11055969131015124
