i,phesid,p_Asymmetry Pattern 9,-logp_Asymmetry Pattern 9,Category
0,1677,0.05150433197336296,1.2881562413858803,early life factors
1,1777,0.1834105210224223,0.736575755411217,early life factors
2,1787,0.07425624598967323,1.1292670102294418,early life factors
3,1767,0.7944016559519915,0.0999598592129992,early life factors
4,1697,0.3187102125530178,0.49660402003941223,early life factors
5,1687,0.05377159004383657,1.2694471211004472,early life factors
6,20022,0.17375181940565562,0.7600706390906566,early life factors
7,130,0.9030406042792203,0.04429272164889835,early life factors
8,129,0.24872746921276043,0.6042762490334567,early life factors
9,10722#4,0.22384031958855805,0.6500616827868073,lifestyle - general
10,10722#5,0.662669674924602,0.1787029031289071,lifestyle - general
11,10722#2,0.1513596450901462,0.8199898992798339,lifestyle - general
12,10722#100,0.6771275690201177,0.16932950368955607,lifestyle - general
13,10722#3,0.8608557104522176,0.06506963531258178,lifestyle - general
14,10721#1,0.5521685988113537,0.25792829481866336,lifestyle - general
15,10860#1,0.4864286138386291,0.3129808859007913,lifestyle - general
16,10721#6,0.34284766115681964,0.46489880886493823,lifestyle - general
17,10721#2,0.8355694600069316,0.07801744182821922,lifestyle - general
18,10721#3,0.4357616297219533,0.36075101349697725,lifestyle - general
19,10721#100,0.2404672462989367,0.6189440698945415,lifestyle - general
20,10114,0.4051457898473007,0.39238866979052345,lifestyle - general
21,10105,0.8973079145525702,0.047058501611162394,lifestyle - general
22,6160#4,0.07083175679219339,1.1497719865555043,lifestyle - general
23,6160#3,0.3757816951886608,0.42506437876495917,lifestyle - general
24,6160#5,0.11831269733030389,0.9269686443443995,lifestyle - general
25,10722#1,0.34095959207416815,0.4672970872217426,lifestyle - general
26,10860#100,0.5902226528525116,0.22898412621516728,lifestyle - general
27,20107#11,0.09256470181146528,1.033554593566758,lifestyle - general
28,10860#3,0.39324773689584647,0.40533376802183757,lifestyle - general
29,20110#3,0.868168283290554,0.0613960842465734,lifestyle - general
30,20110#9,0.558900531536421,0.25266547735273903,lifestyle - general
31,20110#12,0.5717614111168797,0.24278515905940448,lifestyle - general
32,20110#11,0.771571729552362,0.11262369331993033,lifestyle - general
33,20110#1,0.14762106134937056,0.8308516765557601,lifestyle - general
34,20110#8,0.060321933723919356,1.2195247448543491,lifestyle - general
35,20110#100,0.7739485747738936,0.11128789517485466,lifestyle - general
36,20107#101,0.15190551809740482,0.8184264497334881,lifestyle - general
37,20107#12,0.7857731518926243,0.10470281413973613,lifestyle - general
38,10860#2,0.6256770120311722,0.20364980112190711,lifestyle - general
39,20107#9,0.0737432062273934,1.132277983944526,lifestyle - general
40,20107#3,0.40532366366068456,0.3921980404792431,lifestyle - general
41,20107#4,0.18472624396305304,0.7334714001814551,lifestyle - general
42,20107#6,0.8846912148396056,0.053208285338040416,lifestyle - general
43,20107#13,0.947100383082592,0.023603987724914424,lifestyle - general
44,20107#8,0.2844819134874532,0.5459453395405632,lifestyle - general
45,20107#1,0.5355705686245251,0.27118329692358456,lifestyle - general
46,20107#2,0.4872543326414757,0.3122442904680747,lifestyle - general
47,20107#100,0.35012939969489626,0.4557714208282534,lifestyle - general
48,6160#2,0.5597998358201216,0.2519672332411063,lifestyle - general
49,20107#10,0.7170174048208388,0.1444703021761232,lifestyle - general
50,6160#1,0.6963896543869162,0.15714768941577548,lifestyle - general
51,6146#3,0.8884551892672882,0.051364471679404534,lifestyle - general
52,6146#1,0.40456533763680846,0.3930113294691438,lifestyle - general
53,6139#3,0.13639430330179653,0.865203768215171,lifestyle - general
54,6139#2,0.9699187963616671,0.013264624257756442,lifestyle - general
55,6139#1,0.9659312035988042,0.015053804186353237,lifestyle - general
56,6139#100,0.925915713464201,0.033428545546401324,lifestyle - general
57,6142#7,0.8120558110796635,0.09041412148422327,lifestyle - general
58,6142#100,0.8171356439161862,0.0877058449185344,lifestyle - general
59,6142#4,0.3749978655457514,0.42597120423052165,lifestyle - general
60,6142#6,0.19539426687577272,0.7090881832003755,lifestyle - general
61,6142#5,0.9864373241338988,0.005930503566901862,lifestyle - general
62,6140#1,0.3652039052215734,0.43746458708759645,lifestyle - general
63,6142#3,0.8249016785299024,0.08359781268230132,lifestyle - general
64,6142#1,1.868544912137158e-09,8.72849645903515,lifestyle - general
65,6138#2,0.5773994450333867,0.23852363787658967,lifestyle - general
66,6138#4,0.5212663709913025,0.28294029226847206,lifestyle - general
67,6138#1,0.04441706766747495,1.3524501161583402,lifestyle - general
68,6138#3,0.571788245567553,0.24276477681577155,lifestyle - general
69,4501,0.6094410973644799,0.2150682626883318,lifestyle - general
70,2159,0.8431963934269805,0.07407125971942083,lifestyle - general
71,1835,4.2756681339979245e-09,8.368996010939098,lifestyle - general
72,1797,5.332583659267083e-07,6.273062322475242,lifestyle - general
73,6142#2,1.0900197070118231e-12,11.9625656501611,lifestyle - general
74,6160#100,0.3021387522235933,0.5197935686773171,lifestyle - general
