,Pattern 54
"Middle Temporal Gyrus, anterior division",0.05465393932669629
Superior Frontal Gyrus,0.04245247640514757
Frontal Pole,0.014765987668476257
Planum Temporale,0.0006275563046804003
"Inferior Temporal Gyrus, temporooccipital part",0.02236532526429692
Central Opercular Cortex,0.05433406007011758
Precuneous Cortex,-0.18581996706151008
Occipital Pole,-0.16700073048265146
Lingual Gyrus,-0.08874349899659059
"Inferior Frontal Gyrus, pars opercularis",-0.06762182868647673
Putamen,-0.15847498887808115
"Inferior Frontal Gyrus, pars triangularis",0.0503759962301989
Middle Frontal Gyrus,-0.008945704387245013
Thalamus,0.1624472232251892
Frontal Operculum Cortex,-0.036002231588256835
Precentral Gyrus,-0.02637757244370301
Parietal Operculum Cortex,-0.03808197847367889
Caudate,-0.25522007561302223
Pallidum,0.2049110456333579
Occipital Fusiform Gyrus,0.03437179844485793
Superior Parietal Lobule,-0.007545164776133355
Angular Gyrus,0.06783275216057556
"Lateral Occipital Cortex, inferior division",0.02616850412723431
"Inferior Temporal Gyrus, anterior division",0.0006323572307248747
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.1117624380553239
Cuneal Cortex,-0.11118955428979972
Temporal Pole,-0.045088848689904336
Subcallosal Cortex,0.1267003964188954
Planum Polare,-0.0573001033605445
Paracingulate Gyrus,0.11060763278813512
Insular Cortex,-0.038646476901642336
Temporal Occipital Fusiform Cortex,0.0475231471725002
Hippocampus,-0.00204611135601087
"Middle Temporal Gyrus, temporooccipital part",0.02582177567777
"Temporal Fusiform Cortex, anterior division",0.014713216736035655
"Lateral Occipital Cortex, superior division",0.05195884042488487
Supracalcarine Cortex,0.1639886210813382
Heschl's Gyrus (includes H1 and H2),0.10019951445012476
"Supramarginal Gyrus, posterior division",0.10898422581718192
Postcentral Gyrus,-0.0053235245919816395
Intracalcarine Cortex,-0.0349298696762773
Frontal Orbital Cortex,-0.10608369461655393
"Parahippocampal Gyrus, posterior division",-0.036765968822603017
Amygdala,0.20679630762323675
"Inferior Temporal Gyrus, posterior division",-0.030255276035074632
Frontal Medial Cortex,-0.01918622535556957
"Cingulate Gyrus, posterior division",-0.17480355853822602
"Superior Temporal Gyrus, posterior division",-0.031875548865574414
"Middle Temporal Gyrus, posterior division",-0.002898727123317325
Ventral Striatum,-0.03058497805746568
"Supramarginal Gyrus, anterior division",0.04776901872379456
"Cingulate Gyrus, anterior division",0.06732465607053045
"Superior Temporal Gyrus, anterior division",-0.02156844565038729
"Parahippocampal Gyrus, anterior division",0.009591698784513158
"Temporal Fusiform Cortex, posterior division",0.01868010429554534
FA anterior corona radiata,-0.11173323590597647
FA cingulum hippocampus,-0.05929968150673716
FA fornix cres+stria terminalis,0.2381069125562569
FA corticospinal tract,0.24641487015622895
FA inferior cerebellar peduncle,-0.05534830144340842
FA posterior corona radiata,0.048111791023294666
FA tapetum,0.01688188076759333
FA superior cerebellar peduncle,-0.01648160979147129
FA uncinate fasciculus,0.005407572950260196
FA cerebral peduncle,-0.17104695786098156
FA posterior thalamic radiation,-0.09760925481651236
FA anterior limb of internal capsule,0.08214225503497867
FA superior longitudinal fasciculus,0.2470499241219907
FA external capsule,-0.10020859063397364
FA retrolenticular part of internal capsule,0.2475437557633465
FA sagittal stratum,-0.16254900121303822
FA cingulum cingulate gyrus,-0.0775026573484752
FA superior fronto-occipital fasciculus,-0.2442277290598425
FA posterior limb of internal capsule,-0.0068855754127050825
FA medial lemniscus,-0.10211310532344836
FA superior corona radiata,-0.2912629016432563
V Cerebellum,0.02413265105076326
Crus I Cerebellum,-0.1299635436326707
VIIIa Cerebellum,0.025265554967382947
VIIIb Cerebellum,-0.0002699510679265438
I-IV Cerebellum,0.08762156916069222
IX Cerebellum,0.014770685095239404
Crus II Cerebellum,0.012754751750812386
VIIb Cerebellum,0.03964781056796486
VI Cerebellum,-0.01796381413293261
