,Pattern 26
"Middle Temporal Gyrus, anterior division",0.040745990784044284
Superior Frontal Gyrus,-0.13116909707311022
Frontal Pole,0.11587969227436255
Planum Temporale,-0.07531725816715755
"Inferior Temporal Gyrus, temporooccipital part",-0.13108942907305504
Central Opercular Cortex,0.08063522296881935
Precuneous Cortex,-0.003183329306801229
Occipital Pole,-0.1382217445790962
Lingual Gyrus,0.2196345215679594
"Inferior Frontal Gyrus, pars opercularis",-0.08763642091203278
Putamen,-0.017325254530449308
"Inferior Frontal Gyrus, pars triangularis",0.030908669902740788
Middle Frontal Gyrus,0.0180184947073659
Thalamus,-0.07341883869475019
Frontal Operculum Cortex,0.031078553975712582
Precentral Gyrus,-0.06265423571814782
Parietal Operculum Cortex,-0.10865779436863096
Caudate,0.051588322128563686
Pallidum,-0.10178070681090437
Occipital Fusiform Gyrus,0.15614622887941074
Superior Parietal Lobule,0.11858169746290008
Angular Gyrus,0.0011054911566009409
"Lateral Occipital Cortex, inferior division",0.017530435237049946
"Inferior Temporal Gyrus, anterior division",0.01357159909361344
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.07885320185267893
Cuneal Cortex,0.0999634366784703
Temporal Pole,0.07274197183943347
Subcallosal Cortex,0.03705505584546829
Planum Polare,-0.0943690671704272
Paracingulate Gyrus,0.14950948841286796
Insular Cortex,-0.0004575492920435159
Temporal Occipital Fusiform Cortex,0.2499710003705732
Hippocampus,-0.04984870924339276
"Middle Temporal Gyrus, temporooccipital part",-0.04596290698042771
"Temporal Fusiform Cortex, anterior division",-0.1416788166544511
"Lateral Occipital Cortex, superior division",-0.09745268827670872
Supracalcarine Cortex,0.1384723610413758
Heschl's Gyrus (includes H1 and H2),0.1280372167533797
"Supramarginal Gyrus, posterior division",-0.08424057995906131
Postcentral Gyrus,0.1878879630395724
Intracalcarine Cortex,0.21712663554466
Frontal Orbital Cortex,0.11498997205846202
"Parahippocampal Gyrus, posterior division",0.10227744009242996
Amygdala,-0.1130368130091843
"Inferior Temporal Gyrus, posterior division",-0.002716153393309856
Frontal Medial Cortex,0.013187711433676945
"Cingulate Gyrus, posterior division",-0.10300880042945358
"Superior Temporal Gyrus, posterior division",-0.1694173310175905
"Middle Temporal Gyrus, posterior division",-0.1624646055502908
Ventral Striatum,-0.026676325224738274
"Supramarginal Gyrus, anterior division",-0.034898617959600566
"Cingulate Gyrus, anterior division",-0.10354667946125427
"Superior Temporal Gyrus, anterior division",-0.04280018328519361
"Parahippocampal Gyrus, anterior division",-0.1661583558146641
"Temporal Fusiform Cortex, posterior division",0.005132985009951685
FA anterior corona radiata,0.0192850227598103
FA cingulum hippocampus,-0.03480565225063113
FA fornix cres+stria terminalis,0.09622351404604257
FA corticospinal tract,0.0792279001201989
FA inferior cerebellar peduncle,0.04068196342593386
FA posterior corona radiata,-0.051650482895385666
FA tapetum,0.16673413661416486
FA superior cerebellar peduncle,0.030234711977049914
FA uncinate fasciculus,-0.03223002061990758
FA cerebral peduncle,-0.02397622292013488
FA posterior thalamic radiation,-0.06837508878510594
FA anterior limb of internal capsule,-0.07857427623996507
FA superior longitudinal fasciculus,-0.09081243200470976
FA external capsule,0.06512525469628297
FA retrolenticular part of internal capsule,0.04173674906151549
FA sagittal stratum,0.12164645362704125
FA cingulum cingulate gyrus,0.033166029875657144
FA superior fronto-occipital fasciculus,-0.04229956676396243
FA posterior limb of internal capsule,-0.06469180665767962
FA medial lemniscus,0.12468630017990537
FA superior corona radiata,-0.0372758006113189
V Cerebellum,0.2753511088534969
Crus I Cerebellum,-0.052202179027359887
VIIIa Cerebellum,-0.2035014200248164
VIIIb Cerebellum,-0.06071333900514316
I-IV Cerebellum,0.15047385173816308
IX Cerebellum,0.03895677442665324
Crus II Cerebellum,-0.01086780038151558
VIIb Cerebellum,-0.20240678303051868
VI Cerebellum,0.250550251208449
