,Pattern 68
"Middle Temporal Gyrus, anterior division",-0.054985009688364735
Superior Frontal Gyrus,-0.020388404618029942
Frontal Pole,0.012920373410738777
Planum Temporale,-0.01564642789578546
"Inferior Temporal Gyrus, temporooccipital part",-0.027101136122265786
Central Opercular Cortex,-0.008681880606418488
Precuneous Cortex,-0.0019415942511559134
Occipital Pole,0.2462099006590441
Lingual Gyrus,-0.0005089403600883059
"Inferior Frontal Gyrus, pars opercularis",0.009559793128682006
Putamen,0.04606351349863739
"Inferior Frontal Gyrus, pars triangularis",0.038354088271869764
Middle Frontal Gyrus,0.012177257580252156
Thalamus,-0.07144700421956739
Frontal Operculum Cortex,-0.07714314116895342
Precentral Gyrus,-0.012331519812872116
Parietal Operculum Cortex,0.09758590505156464
Caudate,0.1633200682596686
Pallidum,0.02093919153002085
Occipital Fusiform Gyrus,-0.27285000392817865
Superior Parietal Lobule,-0.10474667141171283
Angular Gyrus,0.05706965165948481
"Lateral Occipital Cortex, inferior division",0.19722470569923028
"Inferior Temporal Gyrus, anterior division",-0.008033717958411568
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.012002370826097812
Cuneal Cortex,-0.34748806856292924
Temporal Pole,0.03714725704204595
Subcallosal Cortex,0.17734320586147514
Planum Polare,0.020440478181582976
Paracingulate Gyrus,-0.039996666127009264
Insular Cortex,-0.032054163339858416
Temporal Occipital Fusiform Cortex,0.11849388318511235
Hippocampus,0.17624940935838562
"Middle Temporal Gyrus, temporooccipital part",-0.04339063935835398
"Temporal Fusiform Cortex, anterior division",0.09605758448289524
"Lateral Occipital Cortex, superior division",-0.10876164582046394
Supracalcarine Cortex,0.32593288773058504
Heschl's Gyrus (includes H1 and H2),0.04743954335674748
"Supramarginal Gyrus, posterior division",-0.0007730501301511268
Postcentral Gyrus,-0.03249248924243904
Intracalcarine Cortex,-0.06739043950465172
Frontal Orbital Cortex,-0.024492279779407586
"Parahippocampal Gyrus, posterior division",-0.1390515275078434
Amygdala,-0.0796939193639492
"Inferior Temporal Gyrus, posterior division",0.03883655394794308
Frontal Medial Cortex,0.001129904290549568
"Cingulate Gyrus, posterior division",-0.030284433637741894
"Superior Temporal Gyrus, posterior division",-0.09672238551296866
"Middle Temporal Gyrus, posterior division",0.15640209176594833
Ventral Striatum,-0.19970518339396026
"Supramarginal Gyrus, anterior division",-0.060388252034482365
"Cingulate Gyrus, anterior division",-0.05525773215235896
"Superior Temporal Gyrus, anterior division",0.014140704250384209
"Parahippocampal Gyrus, anterior division",-0.08893564656041915
"Temporal Fusiform Cortex, posterior division",-0.08611484177755263
FA anterior corona radiata,0.05138422514994007
FA cingulum hippocampus,-0.09501085338294116
FA fornix cres+stria terminalis,0.27604208749943754
FA corticospinal tract,-0.014153186984545903
FA inferior cerebellar peduncle,0.1139255149342092
FA posterior corona radiata,0.07871325564534756
FA tapetum,0.10791787451224764
FA superior cerebellar peduncle,0.06269131709411227
FA uncinate fasciculus,-0.008025845579696753
FA cerebral peduncle,0.06883949380000619
FA posterior thalamic radiation,-0.05662347148274785
FA anterior limb of internal capsule,0.18255217229916532
FA superior longitudinal fasciculus,-0.009555759388780685
FA external capsule,-0.0017585554943637602
FA retrolenticular part of internal capsule,-0.21303549072870093
FA sagittal stratum,-0.10405368764559987
FA cingulum cingulate gyrus,-0.0013997551554203026
FA superior fronto-occipital fasciculus,0.03225322127130576
FA posterior limb of internal capsule,-0.09691588017454653
FA medial lemniscus,-0.04602616275690946
FA superior corona radiata,0.031624162618213186
V Cerebellum,-0.02221045192972386
Crus I Cerebellum,0.17076217424692408
VIIIa Cerebellum,-0.02631598056967549
VIIIb Cerebellum,0.016760212929489617
I-IV Cerebellum,0.005627973079286124
IX Cerebellum,-0.04071269145265515
Crus II Cerebellum,-0.0068136389857229715
VIIb Cerebellum,-0.03271800788891027
VI Cerebellum,0.1562973538172605
