,Pattern 23
"Middle Temporal Gyrus, anterior division",-0.027826817981670342
Superior Frontal Gyrus,0.08446084454793762
Frontal Pole,-0.11503838714584227
Planum Temporale,0.03183173704161523
"Inferior Temporal Gyrus, temporooccipital part",0.1842483885068034
Central Opercular Cortex,-0.07953764315023311
Precuneous Cortex,0.07821686182691298
Occipital Pole,-0.03669248924653076
Lingual Gyrus,-0.09217046601663928
"Inferior Frontal Gyrus, pars opercularis",0.009566487334339251
Putamen,-0.1002582980065664
"Inferior Frontal Gyrus, pars triangularis",-0.0749725870347091
Middle Frontal Gyrus,0.17340429679757696
Thalamus,0.11641079897182625
Frontal Operculum Cortex,-0.02861960923501905
Precentral Gyrus,-0.10566162978754112
Parietal Operculum Cortex,0.18631951091729207
Caudate,-0.07854100981601495
Pallidum,-0.063865541474304
Occipital Fusiform Gyrus,-0.009734746444918016
Superior Parietal Lobule,0.0011864706015381962
Angular Gyrus,-0.1309710118953717
"Lateral Occipital Cortex, inferior division",0.13610831406139068
"Inferior Temporal Gyrus, anterior division",-0.15311726195667924
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.002604710284306685
Cuneal Cortex,0.0962129234479016
Temporal Pole,-0.0802138893877809
Subcallosal Cortex,0.14259835485943956
Planum Polare,0.0884071931340461
Paracingulate Gyrus,0.018132367158467902
Insular Cortex,-0.0152618610918909
Temporal Occipital Fusiform Cortex,0.14403113788905395
Hippocampus,0.037507398148938234
"Middle Temporal Gyrus, temporooccipital part",0.17470206912851352
"Temporal Fusiform Cortex, anterior division",-0.2883329734470957
"Lateral Occipital Cortex, superior division",-0.07957707703021727
Supracalcarine Cortex,0.0925665341030342
Heschl's Gyrus (includes H1 and H2),-0.09349212546086873
"Supramarginal Gyrus, posterior division",0.026503065642902723
Postcentral Gyrus,-0.09754323288149244
Intracalcarine Cortex,0.12840840568520615
Frontal Orbital Cortex,0.040489272485061095
"Parahippocampal Gyrus, posterior division",0.2036380780903127
Amygdala,-0.08176635787680704
"Inferior Temporal Gyrus, posterior division",-0.02576503029191951
Frontal Medial Cortex,-0.09991950240980564
"Cingulate Gyrus, posterior division",0.0028656960530016005
"Superior Temporal Gyrus, posterior division",-0.033475894209716583
"Middle Temporal Gyrus, posterior division",-0.095881372628863
Ventral Striatum,0.18914724183823686
"Supramarginal Gyrus, anterior division",0.1287103786154805
"Cingulate Gyrus, anterior division",-0.006708514507370311
"Superior Temporal Gyrus, anterior division",0.1107613197307826
"Parahippocampal Gyrus, anterior division",-0.2567905537259498
"Temporal Fusiform Cortex, posterior division",0.11770526333819875
FA anterior corona radiata,0.16152552655973293
FA cingulum hippocampus,-0.010921456765361956
FA fornix cres+stria terminalis,-0.053831450392333134
FA corticospinal tract,-0.0187617874145493
FA inferior cerebellar peduncle,-0.11859745716284975
FA posterior corona radiata,0.15749130435424374
FA tapetum,-0.0036978933584256015
FA superior cerebellar peduncle,-0.03280530343708868
FA uncinate fasciculus,0.09203121133265336
FA cerebral peduncle,0.0043564199220890885
FA posterior thalamic radiation,0.03635254690205926
FA anterior limb of internal capsule,0.0754964154719844
FA superior longitudinal fasciculus,0.06943819584135244
FA external capsule,-0.04029012656006552
FA retrolenticular part of internal capsule,-0.10400797744328882
FA sagittal stratum,-0.1648564575267724
FA cingulum cingulate gyrus,-0.2892853469498364
FA superior fronto-occipital fasciculus,0.2375174462705006
FA posterior limb of internal capsule,-0.01590215774339432
FA medial lemniscus,-0.04555570178945202
FA superior corona radiata,-0.026062180511346515
V Cerebellum,0.020373794179410157
Crus I Cerebellum,-0.029772155647357888
VIIIa Cerebellum,0.025671306002144796
VIIIb Cerebellum,-0.04412870708970612
I-IV Cerebellum,0.015352628282315456
IX Cerebellum,-0.1138943441734936
Crus II Cerebellum,-0.08107012333966991
VIIb Cerebellum,0.03629937175931472
VI Cerebellum,0.05289327060856277
