,Pattern 76
"Middle Temporal Gyrus, anterior division",-0.04938235530603746
Superior Frontal Gyrus,0.026188122541315584
Frontal Pole,0.10835562354206142
Planum Temporale,0.0026998099729860364
"Inferior Temporal Gyrus, temporooccipital part",-0.10439197561005062
Central Opercular Cortex,0.4586703421446564
Precuneous Cortex,-0.04913822594248984
Occipital Pole,0.02141092804245566
Lingual Gyrus,0.17862708105686115
"Inferior Frontal Gyrus, pars opercularis",-0.12147144758395854
Putamen,0.07042525889053462
"Inferior Frontal Gyrus, pars triangularis",-0.12167458607571972
Middle Frontal Gyrus,0.08514928497227034
Thalamus,0.03236513777340068
Frontal Operculum Cortex,0.36764460475317
Precentral Gyrus,0.03394059612989287
Parietal Operculum Cortex,0.17290664191971422
Caudate,-0.04993612456368892
Pallidum,0.00540329716966149
Occipital Fusiform Gyrus,0.05221694056840265
Superior Parietal Lobule,-0.026792724389502014
Angular Gyrus,0.03976345702611864
"Lateral Occipital Cortex, inferior division",0.003632301818378883
"Inferior Temporal Gyrus, anterior division",-0.013032163186830968
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.042089347981673415
Cuneal Cortex,-0.03917541988493759
Temporal Pole,-0.0737336741677465
Subcallosal Cortex,0.017791158261470805
Planum Polare,-0.2091710964301362
Paracingulate Gyrus,-0.17014876943428106
Insular Cortex,-0.0981305683297724
Temporal Occipital Fusiform Cortex,0.18270035211088964
Hippocampus,-0.019525150422147114
"Middle Temporal Gyrus, temporooccipital part",0.07092028285493374
"Temporal Fusiform Cortex, anterior division",-0.011893144767192172
"Lateral Occipital Cortex, superior division",-0.04460152610571791
Supracalcarine Cortex,0.052761725627717374
Heschl's Gyrus (includes H1 and H2),-0.2771347163925655
"Supramarginal Gyrus, posterior division",-0.0577604271259904
Postcentral Gyrus,-0.08199819769337813
Intracalcarine Cortex,-0.030537524549130907
Frontal Orbital Cortex,0.019067567801777763
"Parahippocampal Gyrus, posterior division",0.045843214379208484
Amygdala,0.027921893852429075
"Inferior Temporal Gyrus, posterior division",0.13172089931212494
Frontal Medial Cortex,-0.11101270095215776
"Cingulate Gyrus, posterior division",-0.026462069738831414
"Superior Temporal Gyrus, posterior division",-0.05051544986135205
"Middle Temporal Gyrus, posterior division",0.060307904124899774
Ventral Striatum,-0.013921108341609742
"Supramarginal Gyrus, anterior division",0.049893857112879116
"Cingulate Gyrus, anterior division",-0.18538091465195253
"Superior Temporal Gyrus, anterior division",0.1444305156992908
"Parahippocampal Gyrus, anterior division",0.05265529510033462
"Temporal Fusiform Cortex, posterior division",0.009301741220575088
FA anterior corona radiata,-0.08277202601166989
FA cingulum hippocampus,0.006486972716326851
FA fornix cres+stria terminalis,0.029013507529781962
FA corticospinal tract,0.0017204261176561474
FA inferior cerebellar peduncle,-0.022328141546506752
FA posterior corona radiata,-0.003727583193807275
FA tapetum,0.018862675778604697
FA superior cerebellar peduncle,0.01275317522042168
FA uncinate fasciculus,0.015963641383670166
FA cerebral peduncle,-0.010057275854519349
FA posterior thalamic radiation,0.006283482780267552
FA anterior limb of internal capsule,-0.017056695349656998
FA superior longitudinal fasciculus,0.005976603130088132
FA external capsule,-0.0015554331351250036
FA retrolenticular part of internal capsule,-0.08083418545635654
FA sagittal stratum,0.012865304260829496
FA cingulum cingulate gyrus,0.05575545022224264
FA superior fronto-occipital fasciculus,0.0033338926104647965
FA posterior limb of internal capsule,0.08708609274547865
FA medial lemniscus,-0.0030230227676545512
FA superior corona radiata,4.714452957313431e-05
V Cerebellum,-0.19229237302289334
Crus I Cerebellum,-0.05263747388627313
VIIIa Cerebellum,0.007793672109364734
VIIIb Cerebellum,-0.13333301615977486
I-IV Cerebellum,0.12788167356907493
IX Cerebellum,0.16610350421565456
Crus II Cerebellum,-0.09581253786519968
VIIb Cerebellum,0.10415889558293208
VI Cerebellum,-0.2009368159652964
