,Pattern 82
"Middle Temporal Gyrus, anterior division",-0.04523363169134115
Superior Frontal Gyrus,-0.120581725590689
Frontal Pole,-0.1171421818571899
Planum Temporale,-0.1309011164501577
"Inferior Temporal Gyrus, temporooccipital part",-0.06293634826347425
Central Opercular Cortex,-0.06910496107622037
Precuneous Cortex,-0.08323513947295072
Occipital Pole,-0.2085469470448203
Lingual Gyrus,-0.030111867904583357
"Inferior Frontal Gyrus, pars opercularis",-0.02808949514227121
Putamen,-0.023338354378293125
"Inferior Frontal Gyrus, pars triangularis",-0.023798444463864088
Middle Frontal Gyrus,-0.09471486600854567
Thalamus,0.017332220630747963
Frontal Operculum Cortex,-0.040008067551654085
Precentral Gyrus,-0.038988184586268536
Parietal Operculum Cortex,-0.009175513277529482
Caudate,-0.005939953678868293
Pallidum,-0.014317131947924387
Occipital Fusiform Gyrus,-0.03775092745409292
Superior Parietal Lobule,-0.2505870398643624
Angular Gyrus,-0.1799543006430805
"Lateral Occipital Cortex, inferior division",-0.2641787221578231
"Inferior Temporal Gyrus, anterior division",-0.019717307529232484
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.0013556909640301807
Cuneal Cortex,-0.08548081755179518
Temporal Pole,-0.11391313537230732
Subcallosal Cortex,0.00347297444753656
Planum Polare,-0.013511697747548092
Paracingulate Gyrus,-0.045862564718462326
Insular Cortex,0.0735034022799272
Temporal Occipital Fusiform Cortex,-0.08135951737207607
Hippocampus,0.029735536421062574
"Middle Temporal Gyrus, temporooccipital part",-0.16140175483043492
"Temporal Fusiform Cortex, anterior division",-0.0513601306441764
"Lateral Occipital Cortex, superior division",-0.5645311882556457
Supracalcarine Cortex,0.018396069872147692
Heschl's Gyrus (includes H1 and H2),-0.05453788236199812
"Supramarginal Gyrus, posterior division",-0.3382877807317477
Postcentral Gyrus,-0.34760266632555925
Intracalcarine Cortex,-0.01969682078323699
Frontal Orbital Cortex,-0.019689855895805103
"Parahippocampal Gyrus, posterior division",-0.06478990429231171
Amygdala,0.014482717962512466
"Inferior Temporal Gyrus, posterior division",-0.12824083133908626
Frontal Medial Cortex,-0.011390372418694613
"Cingulate Gyrus, posterior division",-0.054285557895444016
"Superior Temporal Gyrus, posterior division",-0.011685925947610431
"Middle Temporal Gyrus, posterior division",-0.1518611218836866
Ventral Striatum,0.0134031095218026
"Supramarginal Gyrus, anterior division",-0.11920840622554785
"Cingulate Gyrus, anterior division",-0.10146537857958858
"Superior Temporal Gyrus, anterior division",-0.05529375491423128
"Parahippocampal Gyrus, anterior division",-0.003336465180997954
"Temporal Fusiform Cortex, posterior division",0.03008766121337383
FA anterior corona radiata,-0.024241758370779118
FA cingulum hippocampus,-0.017253773373807076
FA fornix cres+stria terminalis,0.013669512609419655
FA corticospinal tract,-0.0002300359800747811
FA inferior cerebellar peduncle,0.0016067877312070545
FA posterior corona radiata,0.007782493575553817
FA tapetum,-0.04753940614213259
FA superior cerebellar peduncle,-0.021436972469846792
FA uncinate fasciculus,0.014195393367072734
FA cerebral peduncle,-0.014596931629355929
FA posterior thalamic radiation,0.0030948926424398467
FA anterior limb of internal capsule,0.004725158722459638
FA superior longitudinal fasciculus,0.018795019757368
FA external capsule,0.0026863376061060005
FA retrolenticular part of internal capsule,0.0478409632956752
FA sagittal stratum,0.008370644651889173
FA cingulum cingulate gyrus,0.03962131987118942
FA superior fronto-occipital fasciculus,-0.002474488767375888
FA posterior limb of internal capsule,-0.02345465578195299
FA medial lemniscus,-0.0027561752410540856
FA superior corona radiata,-0.0196613673526195
V Cerebellum,-0.0075613625638397625
Crus I Cerebellum,0.012492519419148808
VIIIa Cerebellum,0.007999987334341232
VIIIb Cerebellum,-0.009257415448616009
I-IV Cerebellum,0.002633894177662154
IX Cerebellum,0.009316793786238823
Crus II Cerebellum,0.0073247680999582844
VIIb Cerebellum,-0.015205333513186306
VI Cerebellum,-0.05288912070257541
