,Pattern 72
"Middle Temporal Gyrus, anterior division",0.01845018497456935
Superior Frontal Gyrus,-0.009875389523096
Frontal Pole,0.06623033404360829
Planum Temporale,0.0532903570280012
"Inferior Temporal Gyrus, temporooccipital part",0.001061717005172243
Central Opercular Cortex,-0.03284265395045705
Precuneous Cortex,-0.026893057909101344
Occipital Pole,-0.09713038765764087
Lingual Gyrus,-0.06522260707235318
"Inferior Frontal Gyrus, pars opercularis",0.0159481229268828
Putamen,0.06255710658456375
"Inferior Frontal Gyrus, pars triangularis",0.10250395785506593
Middle Frontal Gyrus,0.12398010575665964
Thalamus,0.01008619394707402
Frontal Operculum Cortex,-0.09393881495685556
Precentral Gyrus,-0.011117547057088213
Parietal Operculum Cortex,-0.01323947388368964
Caudate,-0.017535597198578515
Pallidum,-0.03967092332114579
Occipital Fusiform Gyrus,-0.009082567099273846
Superior Parietal Lobule,-0.06084334978024186
Angular Gyrus,-0.019934523687264432
"Lateral Occipital Cortex, inferior division",0.037918343322320615
"Inferior Temporal Gyrus, anterior division",0.10460261360672754
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.058812594953671186
Cuneal Cortex,0.03885009342123469
Temporal Pole,0.07682673965986245
Subcallosal Cortex,0.16235207903817211
Planum Polare,0.1585397804486872
Paracingulate Gyrus,-0.20852151004207792
Insular Cortex,-0.11960695450656506
Temporal Occipital Fusiform Cortex,0.002243399902190274
Hippocampus,-0.3221292624354771
"Middle Temporal Gyrus, temporooccipital part",0.05536657631070264
"Temporal Fusiform Cortex, anterior division",-0.15323353964037453
"Lateral Occipital Cortex, superior division",-0.022927698809742787
Supracalcarine Cortex,-0.04008353901873542
Heschl's Gyrus (includes H1 and H2),0.06150882830857004
"Supramarginal Gyrus, posterior division",0.10586697808675956
Postcentral Gyrus,-0.02816079883185455
Intracalcarine Cortex,-0.0031725811604113863
Frontal Orbital Cortex,-0.004616003734820677
"Parahippocampal Gyrus, posterior division",0.18399762762979008
Amygdala,0.09248214620765996
"Inferior Temporal Gyrus, posterior division",0.05628262636053341
Frontal Medial Cortex,-0.0835295260867465
"Cingulate Gyrus, posterior division",-0.0038767239560872813
"Superior Temporal Gyrus, posterior division",0.0490030491094179
"Middle Temporal Gyrus, posterior division",0.03612065288737657
Ventral Striatum,-0.08533437186239375
"Supramarginal Gyrus, anterior division",-0.0757576566700417
"Cingulate Gyrus, anterior division",-0.2780406172355817
"Superior Temporal Gyrus, anterior division",-0.04399928257612132
"Parahippocampal Gyrus, anterior division",0.22393421794019489
"Temporal Fusiform Cortex, posterior division",-0.10426992779313474
FA anterior corona radiata,-0.13521546554794608
FA cingulum hippocampus,-0.014907581030153362
FA fornix cres+stria terminalis,-0.01692884120446246
FA corticospinal tract,-0.08333495885318473
FA inferior cerebellar peduncle,0.07443291067471139
FA posterior corona radiata,-0.011487696374526069
FA tapetum,-0.027548144686636782
FA superior cerebellar peduncle,-0.04906478685349082
FA uncinate fasciculus,0.00797454967712688
FA cerebral peduncle,0.1341034879341687
FA posterior thalamic radiation,0.023912577990955225
FA anterior limb of internal capsule,0.18982056227106409
FA superior longitudinal fasciculus,-0.04534117221574084
FA external capsule,0.041580376745075726
FA retrolenticular part of internal capsule,0.20311863410500927
FA sagittal stratum,-0.11516955674870905
FA cingulum cingulate gyrus,0.02919344101970644
FA superior fronto-occipital fasciculus,0.005551962362749682
FA posterior limb of internal capsule,-0.4637644944675098
FA medial lemniscus,-0.037610275570172234
FA superior corona radiata,0.12336329356659828
V Cerebellum,0.062017565578791616
Crus I Cerebellum,-0.002782203955353363
VIIIa Cerebellum,-0.018420541584984948
VIIIb Cerebellum,-0.12826815716804127
I-IV Cerebellum,-0.07080229506097363
IX Cerebellum,0.1231666264260095
Crus II Cerebellum,-0.12036021558573373
VIIb Cerebellum,0.06637462594836904
VI Cerebellum,0.03620213972714095
