,Pattern 75
"Middle Temporal Gyrus, anterior division",0.07482433964314157
Superior Frontal Gyrus,-0.056813752307968014
Frontal Pole,-0.001967476761541465
Planum Temporale,0.003167212281251289
"Inferior Temporal Gyrus, temporooccipital part",0.07934162329624561
Central Opercular Cortex,0.006622466234684121
Precuneous Cortex,0.009072659836005165
Occipital Pole,-0.0473310847170722
Lingual Gyrus,-0.07140919495636452
"Inferior Frontal Gyrus, pars opercularis",0.04964550921361149
Putamen,-0.029457320006916032
"Inferior Frontal Gyrus, pars triangularis",0.2925930427281378
Middle Frontal Gyrus,0.067194447873658
Thalamus,-0.03928249931352126
Frontal Operculum Cortex,-0.2521128780952855
Precentral Gyrus,0.02729977424912594
Parietal Operculum Cortex,-0.034022476124551886
Caudate,-0.04039268743910202
Pallidum,0.008489603429186067
Occipital Fusiform Gyrus,0.06194272584148362
Superior Parietal Lobule,0.08011204268745048
Angular Gyrus,0.11281295516271315
"Lateral Occipital Cortex, inferior division",0.0016760664853258805
"Inferior Temporal Gyrus, anterior division",-0.10899879998352982
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.0037657889670474213
Cuneal Cortex,0.1011281158976738
Temporal Pole,0.009755758836834796
Subcallosal Cortex,0.013345953585064414
Planum Polare,0.16524569298813066
Paracingulate Gyrus,-0.19895749120934866
Insular Cortex,0.05988127064273735
Temporal Occipital Fusiform Cortex,-0.07562085207958752
Hippocampus,0.15091819142837096
"Middle Temporal Gyrus, temporooccipital part",-0.0001222973734292879
"Temporal Fusiform Cortex, anterior division",0.058677907386312185
"Lateral Occipital Cortex, superior division",0.06789356728597848
Supracalcarine Cortex,-0.030343527364482512
Heschl's Gyrus (includes H1 and H2),-0.03691913653765472
"Supramarginal Gyrus, posterior division",-0.10970324545181702
Postcentral Gyrus,0.022064338513186642
Intracalcarine Cortex,0.014896916825094975
Frontal Orbital Cortex,0.087500043848889
"Parahippocampal Gyrus, posterior division",-0.1808583553168531
Amygdala,-0.06279727383411003
"Inferior Temporal Gyrus, posterior division",-0.011751536777598827
Frontal Medial Cortex,-0.07449568366850308
"Cingulate Gyrus, posterior division",0.031642336079374965
"Superior Temporal Gyrus, posterior division",0.1261589143787305
"Middle Temporal Gyrus, posterior division",-0.10905465945488968
Ventral Striatum,0.02298949206370951
"Supramarginal Gyrus, anterior division",0.17069889629920734
"Cingulate Gyrus, anterior division",-0.22691232630847916
"Superior Temporal Gyrus, anterior division",-0.2284579864255439
"Parahippocampal Gyrus, anterior division",-0.0378704054785312
"Temporal Fusiform Cortex, posterior division",0.0440228918210018
FA anterior corona radiata,-0.018502371078420597
FA cingulum hippocampus,-0.08210232318480476
FA fornix cres+stria terminalis,0.15439709753186126
FA corticospinal tract,-0.027772147554227536
FA inferior cerebellar peduncle,0.003753262057871485
FA posterior corona radiata,0.010636631061543727
FA tapetum,0.03609991042860052
FA superior cerebellar peduncle,0.040340496680132884
FA uncinate fasciculus,0.02029822366875876
FA cerebral peduncle,-0.07190017238132426
FA posterior thalamic radiation,-0.041202103210108726
FA anterior limb of internal capsule,-0.04861447646428865
FA superior longitudinal fasciculus,0.008298170626109262
FA external capsule,-0.04455591946306865
FA retrolenticular part of internal capsule,-0.1976367476312087
FA sagittal stratum,0.03236452718152183
FA cingulum cingulate gyrus,0.07588032073548892
FA superior fronto-occipital fasciculus,0.01280307918690242
FA posterior limb of internal capsule,0.22331161035438546
FA medial lemniscus,-0.010210700373759872
FA superior corona radiata,-0.09868364417488083
V Cerebellum,0.07417817642116467
Crus I Cerebellum,0.011713239149655292
VIIIa Cerebellum,-0.003469128293358409
VIIIb Cerebellum,-0.3088216332069446
I-IV Cerebellum,0.052553768031893384
IX Cerebellum,0.2626185184278923
Crus II Cerebellum,-0.2771633864805251
VIIb Cerebellum,0.17446715209373573
VI Cerebellum,-0.008519376975906448
