,Pattern 43
"Middle Temporal Gyrus, anterior division",0.0004842005999256292
Superior Frontal Gyrus,-0.09471451969491823
Frontal Pole,-0.011780682511942895
Planum Temporale,0.05117774222651922
"Inferior Temporal Gyrus, temporooccipital part",-0.13921547472402682
Central Opercular Cortex,-0.03739049505305941
Precuneous Cortex,-0.03444718794266133
Occipital Pole,-0.026769704194136327
Lingual Gyrus,-0.0156834691125499
"Inferior Frontal Gyrus, pars opercularis",-0.11540338109695565
Putamen,0.04721365240522843
"Inferior Frontal Gyrus, pars triangularis",0.09845832287947336
Middle Frontal Gyrus,0.12214754600783115
Thalamus,-0.10214682867580907
Frontal Operculum Cortex,0.02916117659925738
Precentral Gyrus,-0.007975913128332941
Parietal Operculum Cortex,-0.06190187041559653
Caudate,0.03130103858256976
Pallidum,-0.07754981652084096
Occipital Fusiform Gyrus,-0.07219731098588772
Superior Parietal Lobule,-0.06477803314926155
Angular Gyrus,0.17132648774890824
"Lateral Occipital Cortex, inferior division",-0.034522424764750086
"Inferior Temporal Gyrus, anterior division",-0.03257878170559465
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.450109129446608
Cuneal Cortex,-0.053687202069359466
Temporal Pole,0.001226375070633145
Subcallosal Cortex,0.013015942341046251
Planum Polare,-0.048280603377298885
Paracingulate Gyrus,-0.10992380488167558
Insular Cortex,-0.2650792831564762
Temporal Occipital Fusiform Cortex,-0.07371155042557476
Hippocampus,-0.027915040265906733
"Middle Temporal Gyrus, temporooccipital part",0.0866970813643542
"Temporal Fusiform Cortex, anterior division",-0.04255010134154867
"Lateral Occipital Cortex, superior division",-0.056379985265971724
Supracalcarine Cortex,-0.08664297628684589
Heschl's Gyrus (includes H1 and H2),0.004085317782731808
"Supramarginal Gyrus, posterior division",-0.10459336292598824
Postcentral Gyrus,0.2583858826629801
Intracalcarine Cortex,-0.11197338301080463
Frontal Orbital Cortex,0.0777275967351248
"Parahippocampal Gyrus, posterior division",0.048884799328339466
Amygdala,0.08128569483929504
"Inferior Temporal Gyrus, posterior division",-0.03656302192044783
Frontal Medial Cortex,-0.031651860597164516
"Cingulate Gyrus, posterior division",0.04055061219105522
"Superior Temporal Gyrus, posterior division",0.08184528498159309
"Middle Temporal Gyrus, posterior division",-0.09367116950736716
Ventral Striatum,0.11843567526271123
"Supramarginal Gyrus, anterior division",-0.17758886480044067
"Cingulate Gyrus, anterior division",0.003307618846143839
"Superior Temporal Gyrus, anterior division",0.1224939709536439
"Parahippocampal Gyrus, anterior division",-0.134794866952696
"Temporal Fusiform Cortex, posterior division",0.1913963013249689
FA anterior corona radiata,0.09340906579786316
FA cingulum hippocampus,0.08336401882733822
FA fornix cres+stria terminalis,0.10958054448877226
FA corticospinal tract,-0.14681549395591864
FA inferior cerebellar peduncle,0.06688515439905736
FA posterior corona radiata,-0.09310588551567664
FA tapetum,-0.15521231743220662
FA superior cerebellar peduncle,0.179136818031929
FA uncinate fasciculus,-0.1649130877274893
FA cerebral peduncle,0.020164873034858304
FA posterior thalamic radiation,0.027281889191919227
FA anterior limb of internal capsule,0.0713226627586348
FA superior longitudinal fasciculus,0.1424137562773533
FA external capsule,-0.10846360812659517
FA retrolenticular part of internal capsule,-0.012181273315449548
FA sagittal stratum,0.05869844486122575
FA cingulum cingulate gyrus,-0.2583083935434807
FA superior fronto-occipital fasciculus,-0.04296144888713223
FA posterior limb of internal capsule,0.027656903808311248
FA medial lemniscus,-0.02759280676059792
FA superior corona radiata,0.03814274393225371
V Cerebellum,-0.006460691674344706
Crus I Cerebellum,0.04770548383294178
VIIIa Cerebellum,-0.09982971708157352
VIIIb Cerebellum,0.01443830967190757
I-IV Cerebellum,-0.032805668104245164
IX Cerebellum,0.1239785291665678
Crus II Cerebellum,0.11742091821143034
VIIb Cerebellum,-0.054117407741210516
VI Cerebellum,-0.021454910344812936
