,Pattern 55
"Middle Temporal Gyrus, anterior division",-0.10595267840755852
Superior Frontal Gyrus,-0.02708397950821106
Frontal Pole,0.16658959323456435
Planum Temporale,-0.0064736610948778325
"Inferior Temporal Gyrus, temporooccipital part",-0.16748930705359125
Central Opercular Cortex,-0.06584959438452218
Precuneous Cortex,-0.08243167406422269
Occipital Pole,-0.060695355360303224
Lingual Gyrus,0.08972992113556212
"Inferior Frontal Gyrus, pars opercularis",0.20652104278294287
Putamen,-0.010542074711267157
"Inferior Frontal Gyrus, pars triangularis",-0.16024745819414046
Middle Frontal Gyrus,-0.006326123606768297
Thalamus,0.058309843973963375
Frontal Operculum Cortex,-0.11390545998787807
Precentral Gyrus,-0.27075582603358217
Parietal Operculum Cortex,0.265376536024163
Caudate,-0.035004609519013526
Pallidum,0.05920992564954442
Occipital Fusiform Gyrus,0.06278729555149705
Superior Parietal Lobule,0.07908950584315314
Angular Gyrus,0.1022675023315258
"Lateral Occipital Cortex, inferior division",-0.18876665000869036
"Inferior Temporal Gyrus, anterior division",0.01939735724697518
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.10018778257567848
Cuneal Cortex,0.09828158265157212
Temporal Pole,-0.1552340440982981
Subcallosal Cortex,0.0695955050877623
Planum Polare,0.1417594108958096
Paracingulate Gyrus,-0.04935958263631346
Insular Cortex,0.024576109229405563
Temporal Occipital Fusiform Cortex,-0.10715966730291766
Hippocampus,0.1597667052481207
"Middle Temporal Gyrus, temporooccipital part",0.05446851154741391
"Temporal Fusiform Cortex, anterior division",-0.10816627614529106
"Lateral Occipital Cortex, superior division",0.04824417377515065
Supracalcarine Cortex,-0.03482532424019895
Heschl's Gyrus (includes H1 and H2),-0.07801996940378887
"Supramarginal Gyrus, posterior division",-0.19703904302251865
Postcentral Gyrus,0.2403550008429465
Intracalcarine Cortex,-0.18448819760076984
Frontal Orbital Cortex,-0.02338110260880473
"Parahippocampal Gyrus, posterior division",0.10727758438199636
Amygdala,-0.14899733857140895
"Inferior Temporal Gyrus, posterior division",0.055380607489352286
Frontal Medial Cortex,-0.10122226715481847
"Cingulate Gyrus, posterior division",-0.030157905926018424
"Superior Temporal Gyrus, posterior division",-0.13615030397486835
"Middle Temporal Gyrus, posterior division",0.0979433159048582
Ventral Striatum,-0.043085350900304915
"Supramarginal Gyrus, anterior division",-0.001167496541779972
"Cingulate Gyrus, anterior division",0.049534152798694865
"Superior Temporal Gyrus, anterior division",-0.040011231901507516
"Parahippocampal Gyrus, anterior division",0.0986789166643508
"Temporal Fusiform Cortex, posterior division",-0.21174709882687714
FA anterior corona radiata,0.06635999553455507
FA cingulum hippocampus,-0.12974649753075068
FA fornix cres+stria terminalis,0.12169716084991745
FA corticospinal tract,0.12295540995511887
FA inferior cerebellar peduncle,-0.08946775904615772
FA posterior corona radiata,0.04386849352958273
FA tapetum,-0.011820465963684107
FA superior cerebellar peduncle,-0.10753402587357523
FA uncinate fasciculus,-0.024359951546368608
FA cerebral peduncle,-0.18720272104344896
FA posterior thalamic radiation,-0.09444804313225927
FA anterior limb of internal capsule,0.029147723736121626
FA superior longitudinal fasciculus,-0.11453339987627005
FA external capsule,-0.0654833389700692
FA retrolenticular part of internal capsule,0.06287571423989813
FA sagittal stratum,0.1712822799587301
FA cingulum cingulate gyrus,-0.057509780611624976
FA superior fronto-occipital fasciculus,0.018785944977962668
FA posterior limb of internal capsule,-0.07383225171962092
FA medial lemniscus,0.001941484297420977
FA superior corona radiata,0.08198657068267126
V Cerebellum,-0.0841059997160521
Crus I Cerebellum,0.07918897459447696
VIIIa Cerebellum,0.04861096489817555
VIIIb Cerebellum,0.02014541137340764
I-IV Cerebellum,-0.1057486459942064
IX Cerebellum,-0.05187222178763395
Crus II Cerebellum,-0.04996557866934971
VIIb Cerebellum,-0.035013337264644465
VI Cerebellum,-0.009473321350176063
