,Pattern 71
"Middle Temporal Gyrus, anterior division",0.1313516518707017
Superior Frontal Gyrus,0.006701829199304982
Frontal Pole,0.02554038525665966
Planum Temporale,-0.017726085082677367
"Inferior Temporal Gyrus, temporooccipital part",0.2317471557080003
Central Opercular Cortex,-0.049638666107910207
Precuneous Cortex,-0.08411277692387292
Occipital Pole,0.14748076706243896
Lingual Gyrus,0.2252898921090669
"Inferior Frontal Gyrus, pars opercularis",0.08011268073849825
Putamen,-0.06205253605914601
"Inferior Frontal Gyrus, pars triangularis",-0.04877097516186416
Middle Frontal Gyrus,0.0334180987497963
Thalamus,-0.04232963882747301
Frontal Operculum Cortex,0.014698421305933157
Precentral Gyrus,0.014607617261368359
Parietal Operculum Cortex,-0.001569026486965816
Caudate,0.08618971475534032
Pallidum,0.018290546138407804
Occipital Fusiform Gyrus,0.4338245504182139
Superior Parietal Lobule,-0.04586780101608867
Angular Gyrus,0.058058569219752686
"Lateral Occipital Cortex, inferior division",-0.031266148810350336
"Inferior Temporal Gyrus, anterior division",-0.15275099279020676
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),-0.05326362939212047
Cuneal Cortex,-0.2073938495432008
Temporal Pole,-0.10289898617753536
Subcallosal Cortex,0.022533933406076838
Planum Polare,-0.132224413167265
Paracingulate Gyrus,-0.0641708473650926
Insular Cortex,0.04748431856598187
Temporal Occipital Fusiform Cortex,-0.2884870018779025
Hippocampus,-0.07447794037249905
"Middle Temporal Gyrus, temporooccipital part",-0.031835901004259023
"Temporal Fusiform Cortex, anterior division",0.17144292534859418
"Lateral Occipital Cortex, superior division",0.012525470335879828
Supracalcarine Cortex,0.2668447759910666
Heschl's Gyrus (includes H1 and H2),0.09450577479045782
"Supramarginal Gyrus, posterior division",0.008614770814364278
Postcentral Gyrus,-0.030392852805359933
Intracalcarine Cortex,-0.2080914472153025
Frontal Orbital Cortex,0.026316565077982884
"Parahippocampal Gyrus, posterior division",0.2373495879227731
Amygdala,0.07333749271820703
"Inferior Temporal Gyrus, posterior division",-0.12787915674007974
Frontal Medial Cortex,-0.004851011556909394
"Cingulate Gyrus, posterior division",-0.012712783831437018
"Superior Temporal Gyrus, posterior division",-0.021136711899015184
"Middle Temporal Gyrus, posterior division",0.02269190903438545
Ventral Striatum,-0.004904686147616856
"Supramarginal Gyrus, anterior division",0.007061784193699272
"Cingulate Gyrus, anterior division",-0.05571304688482753
"Superior Temporal Gyrus, anterior division",0.012801874240147072
"Parahippocampal Gyrus, anterior division",-0.19451278713239004
"Temporal Fusiform Cortex, posterior division",0.1115094280382716
FA anterior corona radiata,0.02521940895874832
FA cingulum hippocampus,0.042524042969421035
FA fornix cres+stria terminalis,-0.04480057129959275
FA corticospinal tract,0.01779952363318175
FA inferior cerebellar peduncle,-0.012913648778325994
FA posterior corona radiata,-0.004855266030698699
FA tapetum,0.06847179491296493
FA superior cerebellar peduncle,-0.0015896367288733904
FA uncinate fasciculus,0.013945032396124536
FA cerebral peduncle,-0.012282851424519915
FA posterior thalamic radiation,0.017376021217417194
FA anterior limb of internal capsule,0.0339052970226211
FA superior longitudinal fasciculus,-0.06471941522537349
FA external capsule,0.006656242952936414
FA retrolenticular part of internal capsule,0.01895005264617354
FA sagittal stratum,0.03436260977205547
FA cingulum cingulate gyrus,-0.018663574515878637
FA superior fronto-occipital fasciculus,0.0327175190272376
FA posterior limb of internal capsule,-0.04081865990004019
FA medial lemniscus,0.016918267690666157
FA superior corona radiata,0.07766713212702359
V Cerebellum,0.05622267231873551
Crus I Cerebellum,-0.14611903477917856
VIIIa Cerebellum,-0.029015882662676656
VIIIb Cerebellum,-0.057841168944647026
I-IV Cerebellum,-0.2803356023117656
IX Cerebellum,0.09435597683326076
Crus II Cerebellum,-0.0041712574489894275
VIIb Cerebellum,0.057064438157618476
VI Cerebellum,-0.008173394985761917
