,Pattern 59
"Middle Temporal Gyrus, anterior division",-0.1268500716350599
Superior Frontal Gyrus,0.04819177789526824
Frontal Pole,0.0351395088338118
Planum Temporale,-0.018851688209307167
"Inferior Temporal Gyrus, temporooccipital part",-0.1424261019333141
Central Opercular Cortex,0.0017983952310519637
Precuneous Cortex,-0.004245589348919192
Occipital Pole,-0.029806583376245963
Lingual Gyrus,0.03853038421925235
"Inferior Frontal Gyrus, pars opercularis",-0.09052240726506132
Putamen,-0.1866744386581128
"Inferior Frontal Gyrus, pars triangularis",-0.015448978157646738
Middle Frontal Gyrus,0.00274946237075655
Thalamus,-0.06160868088169257
Frontal Operculum Cortex,-0.03384716474992085
Precentral Gyrus,0.003567560406452012
Parietal Operculum Cortex,0.034942254686175095
Caudate,-0.0936540948423652
Pallidum,-0.006319961242207049
Occipital Fusiform Gyrus,0.07545697968364096
Superior Parietal Lobule,0.16101353832812265
Angular Gyrus,-0.13680152945743065
"Lateral Occipital Cortex, inferior division",-0.20703796628272936
"Inferior Temporal Gyrus, anterior division",0.04207567675750885
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.061108997655687024
Cuneal Cortex,-0.09901333508306777
Temporal Pole,0.19020587148917567
Subcallosal Cortex,0.1699555060984014
Planum Polare,0.01767021876806807
Paracingulate Gyrus,0.0739976455493428
Insular Cortex,0.026474992756107485
Temporal Occipital Fusiform Cortex,-0.06635375135875403
Hippocampus,0.0069370429831519176
"Middle Temporal Gyrus, temporooccipital part",0.06866852262791016
"Temporal Fusiform Cortex, anterior division",0.024838474234030208
"Lateral Occipital Cortex, superior division",0.08230601712329683
Supracalcarine Cortex,0.09406542204570477
Heschl's Gyrus (includes H1 and H2),0.009375497979367223
"Supramarginal Gyrus, posterior division",-0.050289391994748966
Postcentral Gyrus,0.012110638231583787
Intracalcarine Cortex,-0.08344702190031217
Frontal Orbital Cortex,-0.2316162067160739
"Parahippocampal Gyrus, posterior division",0.11807452746158888
Amygdala,0.010034864032292687
"Inferior Temporal Gyrus, posterior division",0.0038520563721282375
Frontal Medial Cortex,0.009016323344346634
"Cingulate Gyrus, posterior division",0.08619788815033719
"Superior Temporal Gyrus, posterior division",-0.00410168674144408
"Middle Temporal Gyrus, posterior division",-0.031154846196562818
Ventral Striatum,0.04160607605791845
"Supramarginal Gyrus, anterior division",0.15091586213852418
"Cingulate Gyrus, anterior division",0.02098656761705743
"Superior Temporal Gyrus, anterior division",-0.0052998182470612104
"Parahippocampal Gyrus, anterior division",-0.17346497737433764
"Temporal Fusiform Cortex, posterior division",-0.04923110812730679
FA anterior corona radiata,-0.25990029691597066
FA cingulum hippocampus,-0.010705124900563532
FA fornix cres+stria terminalis,0.07732317757533982
FA corticospinal tract,-0.2453176002456028
FA inferior cerebellar peduncle,-0.07346968483162324
FA posterior corona radiata,0.08683659318690687
FA tapetum,-0.2312951667163288
FA superior cerebellar peduncle,-0.1608298887731479
FA uncinate fasciculus,-0.22124372012844412
FA cerebral peduncle,0.19356519696602809
FA posterior thalamic radiation,0.10726459077974687
FA anterior limb of internal capsule,-0.14620868756054206
FA superior longitudinal fasciculus,0.10793489655388123
FA external capsule,0.1862550436350055
FA retrolenticular part of internal capsule,-0.1891344805386725
FA sagittal stratum,-0.11218593545634584
FA cingulum cingulate gyrus,0.131880894756227
FA superior fronto-occipital fasciculus,0.0001682021060974703
FA posterior limb of internal capsule,-0.06843394480864415
FA medial lemniscus,0.20651195477917145
FA superior corona radiata,-0.1371238253665133
V Cerebellum,0.008021709657659916
Crus I Cerebellum,0.16040432325702586
VIIIa Cerebellum,0.011695822032564305
VIIIb Cerebellum,0.0069925012073100215
I-IV Cerebellum,-0.0028225454278201357
IX Cerebellum,0.011895876291560829
Crus II Cerebellum,-0.00606609799548566
VIIb Cerebellum,-0.018341297965321215
VI Cerebellum,-0.0032366795084935035
