,Pattern 38
"Middle Temporal Gyrus, anterior division",0.2150447706421096
Superior Frontal Gyrus,-0.07604285708417846
Frontal Pole,-0.05791586820433262
Planum Temporale,-0.010509777974461232
"Inferior Temporal Gyrus, temporooccipital part",0.13328259670984322
Central Opercular Cortex,-0.06597169844768128
Precuneous Cortex,0.1866698768981128
Occipital Pole,-0.044364532793038994
Lingual Gyrus,-0.09289250313103374
"Inferior Frontal Gyrus, pars opercularis",-0.2318188724581757
Putamen,-0.051339843126366
"Inferior Frontal Gyrus, pars triangularis",0.06037214583341247
Middle Frontal Gyrus,0.04324058318172597
Thalamus,0.39064216686578007
Frontal Operculum Cortex,0.11859345731117885
Precentral Gyrus,0.21368888749554787
Parietal Operculum Cortex,0.013037580406909024
Caudate,0.13295644275284366
Pallidum,-0.14885359247253674
Occipital Fusiform Gyrus,0.0166229637530175
Superior Parietal Lobule,0.10215115415270284
Angular Gyrus,0.012623083464217809
"Lateral Occipital Cortex, inferior division",-0.08603156781593728
"Inferior Temporal Gyrus, anterior division",0.06330591535648916
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0.2612976762908651
Cuneal Cortex,0.01913498940086197
Temporal Pole,0.0016056449877931145
Subcallosal Cortex,0.06574737610473698
Planum Polare,-0.04992030262583369
Paracingulate Gyrus,-0.02159112406466554
Insular Cortex,0.1235793196233536
Temporal Occipital Fusiform Cortex,0.09448247152318913
Hippocampus,0.02715245503114473
"Middle Temporal Gyrus, temporooccipital part",-0.04605143488935485
"Temporal Fusiform Cortex, anterior division",0.012743720946565337
"Lateral Occipital Cortex, superior division",-0.015074543030356304
Supracalcarine Cortex,0.08215154032381382
Heschl's Gyrus (includes H1 and H2),-0.01470310748844811
"Supramarginal Gyrus, posterior division",-0.06510560809897042
Postcentral Gyrus,0.06442889825071765
Intracalcarine Cortex,-0.06221217146097504
Frontal Orbital Cortex,-0.1448511147977939
"Parahippocampal Gyrus, posterior division",0.005373772355175572
Amygdala,-0.033692460404292864
"Inferior Temporal Gyrus, posterior division",-0.05132399999139842
Frontal Medial Cortex,0.012502270235468994
"Cingulate Gyrus, posterior division",0.04215343540599032
"Superior Temporal Gyrus, posterior division",0.0041729065392760506
"Middle Temporal Gyrus, posterior division",0.07959401912881038
Ventral Striatum,0.006092901753351896
"Supramarginal Gyrus, anterior division",-0.05682334373913037
"Cingulate Gyrus, anterior division",0.017837334345615526
"Superior Temporal Gyrus, anterior division",-0.02500430063288796
"Parahippocampal Gyrus, anterior division",-0.021897402826883332
"Temporal Fusiform Cortex, posterior division",-0.1790678261763317
FA anterior corona radiata,-0.00925269374069098
FA cingulum hippocampus,-0.3230374876231019
FA fornix cres+stria terminalis,-0.02223591177091141
FA corticospinal tract,0.004434485045991352
FA inferior cerebellar peduncle,-0.033491000033827364
FA posterior corona radiata,-0.03765410658887823
FA tapetum,0.12512161177328673
FA superior cerebellar peduncle,0.016604973656902194
FA uncinate fasciculus,-0.16210685640365546
FA cerebral peduncle,0.17744423039695456
FA posterior thalamic radiation,0.1182425901370044
FA anterior limb of internal capsule,0.0740324178613871
FA superior longitudinal fasciculus,-0.23505603171876294
FA external capsule,-0.13067676687472873
FA retrolenticular part of internal capsule,0.06184304966773914
FA sagittal stratum,0.14743242240464854
FA cingulum cingulate gyrus,0.00790189164772176
FA superior fronto-occipital fasciculus,0.0472789668408747
FA posterior limb of internal capsule,-0.00975976370043484
FA medial lemniscus,-0.00044401915406928113
FA superior corona radiata,-0.07110509402432574
V Cerebellum,-0.035243374847532115
Crus I Cerebellum,-0.12413644021633785
VIIIa Cerebellum,0.09079051077723646
VIIIb Cerebellum,-0.0010685069172233184
I-IV Cerebellum,0.037344820156245066
IX Cerebellum,-0.04826902938553987
Crus II Cerebellum,-0.015698412214853755
VIIb Cerebellum,0.11339110264223018
VI Cerebellum,-0.01774509370001786
